# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0, 0, 1, 0, 0.000000000
1646305719.228245735, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 1, 0, 0, 0, 0.000000000
1646305719.278243780, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0, 0, 1, 0, 0.000000000
1646305719.328241825, 0.000000316, 0.000000758, 0.000002363, 0.000005150, 0.000005641, 0.000009699, 0.000000316, 0.000000758, 0.000002363, 0.000005150, 0.000005641, 0.000009699, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000254, 0.000000772, 0.000001091, 0.000004544, 0.000005994, 0.000010254, 0.000000254, 0.000000772, 0.000001091, 0.000004544, 0.000005994, 0.000010254, 0, 1, 0, 0, 0.000000000
1646305719.378239870, 0.000000486, 0.000000489, 0.000001100, 0.000003670, 0.000005612, 0.000009897, 0.000000486, 0.000000489, 0.000001100, 0.000003670, 0.000005612, 0.000009897, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000625, 0.000001079, 0.000001579, 0.000003614, 0.000004270, 0.000008170, 0.000000018, 0.000000036, 0.000000218, 0.000000030, 0.000000078, 0.000000429, 0, 0, 1, 0, 21.000000000
1646305719.428238153, 0.000000150, 0.000000615, 0.000000653, 0.000000183, 0.000000240, 0.000000669, 0.000000005, 0.000000014, 0.000000128, -0.000000003, 0.000000012, 0.000000081, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000099, 0.000000507, 0.000000808, 0.000000208, 0.000000299, 0.000000374, 0.000000015, 0.000000068, 0.000000122, 0.000000027, 0.000000045, 0.000000227, 0, 0, 1, 0, 20.000000000
1646305719.478235960, 0.000000447, 0.000000632, 0.000000785, 0.000000105, 0.000000150, 0.000000596, 0.000000066, 0.000000090, 0.000000156, 0.000000017, 0.000000032, 0.000000402, 0, 1, 0, 0, 0.000000000
1646305719.503235102, 0.000000674, 0.000000824, 0.000000875, 0.000000012, 0.000000037, 0.000000725, 0.000000011, 0.000000052, 0.000000152, 0.000000004, 0.000000025, 0.000000300, 0, 0, 1, 0, 26.000000000
1646305719.528234005, 0.000000146, 0.000000437, 0.000000721, 0.000000067, 0.000000080, 0.000000522, -0.000000014, 0.000000012, 0.000000044, 0.000000051, 0.000000078, 0.000000211, 0, 1, 0, 0, 0.000000000
1646305719.553233147, 0.000000075, 0.000000262, 0.000000600, 0.000000203, 0.000000357, 0.000000412, -0.000000068, -0.000000026, 0.000000031, 0.000000083, 0.000000145, 0.000000459, 1, 0, 0, 0, 0.000000000
1646305719.578232050, 0.000000280, 0.000000400, 0.000000645, 0.000000060, 0.000000469, 0.000001708, -0.000000121, -0.000000059, 0.000000081, -0.000000203, 0.000000283, 0.000001844, 0, 1, 0, 0, 0.000000000
1646305719.603230953, 0.000000573, 0.000000659, 0.000000710, -0.000000497, 0.000000828, 0.000004969, 0.000000044, 0.000000049, 0.000000251, 0.000000035, 0.000000057, 0.000000127, 0, 0, 1, 0, 24.000000000
1646305719.628230095, 0.000000093, 0.000000203, 0.000000605, 0.000000095, 0.000000131, 0.000000273, 0.000000009, 0.000000044, 0.000000063, -0.000000009, 0.000000004, 0.000000128, 0, 1, 0, 0, 0.000000000
1646305719.653228998, 0.000000051, 0.000000302, 0.000000618, 0.000000003, 0.000000046, 0.000000283, 0.000000043, 0.000000247, 0.000000366, 0.000000004, 0.000000044, 0.000000259, 1, 0, 0, 0, 4.000000000
1646305719.678228140, 0.000000174, 0.000000386, 0.000000723, 0.000000094, 0.000000171, 0.000000511, 0.000000145, 0.000000238, 0.000000658, 0.000000100, 0.000000163, 0.000000484, 0, 1, 0, 0, 0.000000000
1646305719.703227043, 0.000000687, 0.000000913, 0.000001188, 0.000000303, 0.000000398, 0.000000829, 0.000000048, 0.000000114, 0.000000272, 0.000000046, 0.000000072, 0.000000187, 0, 0, 1, 0, 39.000000000
1646305719.728226185, 0.000000091, 0.000000297, 0.000000698, 0.000000117, 0.000000154, 0.000000339, 0.000000004, 0.000000074, 0.000000119, 0.000000012, 0.000000036, 0.000000098, 0, 1, 0, 0, 0.000000000
1646305719.753225327, 0.000000039, 0.000000245, 0.000000508, 0.000000066, 0.000000107, 0.000000213, 0.000000020, 0.000000076, 0.000000216, 0.000000022, 0.000000049, 0.000000121, 0, 0, 1, 0, 43.000000000
1646305719.778224230, 0.000000180, 0.000000402, 0.000000597, 0.000000087, 0.000000135, 0.000000272, 0.000000079, 0.000000163, 0.000000237, 0.000000040, 0.000000060, 0.000000158, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000527, 0.000000780, 0.000000869, 0.000000106, 0.000000148, 0.000000323, 0.000000039, 0.000000657, 0.000000776, 0.000000104, 0.000000145, 0.000000317, 0, 0, 0, 1, 5.000000000
1646305719.828222275, 0.000000064, 0.000000132, 0.000000714, 0.000000240, 0.000000310, 0.000000560, 0.000000012, 0.000000110, 0.000000657, 0.000000241, 0.000000310, 0.000000559, 0, 1, 0, 0, 0.000000000
1646305719.853221178, 0.000000047, 0.000000206, 0.000000595, 0.000000470, 0.000000597, 0.000000861, 0.000000030, 0.000000193, 0.000000261, 0.000000207, 0.000000292, 0.000000510, 1, 0, 0, 0, 12.000000000
1646305719.878220320, 0.000000080, 0.000000157, 0.000000422, 0.000000372, 0.000000488, 0.000000813, 0.000000071, 0.000000098, 0.000000395, 0.000000174, 0.000000265, 0.000000706, 0, 1, 0, 0, 0.000000000
1646305719.903219223, 0.000000577, 0.000000742, 0.000001017, 0.000000326, 0.000000476, 0.000001123, 0.000000107, 0.000000172, 0.000000619, 0.000000275, 0.000000339, 0.000000865, 0, 1, 0, 1, 27.000000000
1646305719.953217268, 0.000000031, 0.000000095, 0.000000137, 0.000000608, 0.000000877, 0.000001155, 0.000000014, 0.000000057, 0.000000085, 0.000000234, 0.000000269, 0.000000684, 0, 0, 1, 0, 29.000000000
1646305719.978216410, 0.000000030, 0.000000052, 0.000000291, 0.000000402, 0.000000424, 0.000000942, 0.000000014, 0.000000039, 0.000000170, 0.000000105, 0.000000225, 0.000000711, 0, 1, 0, 0, 0.000000000
