# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 1, 1, 1, 0, 0.000000000
1646305719.253244877, 0.000000220, 0.000001188, 0.000001844, 0.000004646, 0.000005716, 0.000010204, 0.000000068, 0.000000283, 0.000000805, 0.000000925, 0.000001322, 0.000004686, 1, 1, 1, 0, 23.000000000
1646305719.303242922, 0.000000428, 0.000000944, 0.000001249, 0.000002962, 0.000003477, 0.000006630, 0.000000108, 0.000000275, 0.000000295, 0.000000243, 0.000000306, 0.000000668, 0, 1, 1, 0, 34.000000000
1646305719.403239012, 0.000000092, 0.000000427, 0.000000772, 0.000001573, 0.000002073, 0.000003131, 0.000000034, 0.000000124, 0.000000174, 0.000000094, 0.000000114, 0.000000340, 0, 1, 1, 0, 58.000000000
1646305719.503235102, 0.000000050, 0.000000094, 0.000000395, 0.000000782, 0.000000992, 0.000001098, 0.000000029, 0.000000073, 0.000000142, 0.000000106, 0.000000132, 0.000000420, 1, 1, 1, 0, 60.000000000
1646305719.603230953, 0.000000024, 0.000000053, 0.000000289, 0.000000703, 0.000000904, 0.000001005, 0.000000022, 0.000000047, 0.000000232, 0.000000668, 0.000000806, 0.000000944, 1, 1, 0, 1, 6.000000000
1646305719.728226185, 0.000000017, 0.000000034, 0.000000170, 0.000000751, 0.000001305, 0.000001425, 0.000000015, 0.000000026, 0.000000098, 0.000000117, 0.000000151, 0.000000234, 1, 1, 1, 1, 79.000000000
1646305719.853221178, 0.000000017, 0.000000026, 0.000000108, 0.000000604, 0.000000962, 0.000001030, 0.000000015, 0.000000024, 0.000000087, 0.000000253, 0.000000296, 0.000000519, 1, 1, 1, 0, 52.000000000
1646305719.953217268, 0.000000013, 0.000000018, 0.000000090, 0.000000553, 0.000000847, 0.000000895, 0.000000012, 0.000000017, 0.000000074, 0.000000306, 0.000000356, 0.000000568, 1, 1, 1, 0, 53.000000000
1646305720.053213358, 0.000000007, 0.000000011, 0.000000056, 0.000000470, 0.000000774, 0.000000920, 0.000000007, 0.000000010, 0.000000055, 0.000000383, 0.000000541, 0.000000753, 1, 1, 0, 1, 21.000000000
1646305720.153209448, 0.000000005, 0.000000008, 0.000000037, 0.000000423, 0.000000742, 0.000000943, 0.000000005, 0.000000007, 0.000000033, 0.000000365, 0.000000505, 0.000000669, 1, 1, 1, 0, 42.000000000
1646305720.203207493, 0.000000006, 0.000000013, 0.000000069, 0.000000654, 0.000000840, 0.000000954, 0.000000006, 0.000000012, 0.000000056, 0.000000504, 0.000000602, 0.000000722, 0, 1, 1, 0, 40.000000000
