# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0, 0, 1, 0, 0.000000000
1646305719.228245735, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 0, 0, 1, 0, 0.000000000
1646305719.278243780, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0.000000233, 0.000000414, 0.000001366, 0.000001409, 0.000002501, 0.000010899, 0, 0, 1, 0, 14.000000000
1646305719.328241825, 0.000000243, 0.000000830, 0.000000955, 0.000001852, 0.000002885, 0.000007489, 0.000000046, 0.000000178, 0.000000630, 0.000000385, 0.000001146, 0.000006192, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000183, 0.000000564, 0.000001054, 0.000001031, 0.000001688, 0.000006769, 0.000000078, 0.000000215, 0.000000409, 0.000000220, 0.000000335, 0.000000752, 0, 0, 1, 0, 31.000000000
1646305719.378239870, 0.000000478, 0.000000666, 0.000000780, 0.000000524, 0.000000692, 0.000001535, 0.000000224, 0.000000319, 0.000000428, 0.000000148, 0.000000204, 0.000000999, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000550, 0.000000854, 0.000001031, 0.000000485, 0.000000634, 0.000001532, 0.000000082, 0.000000303, 0.000000457, 0.000000186, 0.000000258, 0.000000502, 0, 0, 1, 0, 54.000000000
1646305719.428238153, 0.000000142, 0.000000554, 0.000000833, 0.000000415, 0.000000481, 0.000000782, 0.000000011, 0.000000242, 0.000000310, 0.000000130, 0.000000220, 0.000000306, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000097, 0.000000129, 0.000000619, 0.000000131, 0.000000326, 0.000000513, 0.000000095, 0.000000128, 0.000000588, 0.000000128, 0.000000322, 0.000000506, 1, 0, 0, 0, 3.000000000
1646305719.478235960, 0.000000287, 0.000000401, 0.000000817, 0.000000183, 0.000000534, 0.000000828, 0.000000280, 0.000000386, 0.000000803, 0.000000179, 0.000000525, 0.000000823, 0, 1, 0, 0, 0.000000000
1646305719.503235102, 0.000000564, 0.000001061, 0.000001421, 0.000000326, 0.000000854, 0.000001215, 0.000000137, 0.000000432, 0.000000555, 0.000000174, 0.000000307, 0.000000681, 0, 0, 1, 0, 65.000000000
1646305719.528234005, 0.000000106, 0.000000388, 0.000000990, 0.000000318, 0.000000450, 0.000000908, 0.000000027, 0.000000178, 0.000000417, 0.000000152, 0.000000203, 0.000000548, 0, 1, 0, 0, 0.000000000
1646305719.553233147, 0.000000082, 0.000000200, 0.000000692, 0.000000310, 0.000000375, 0.000000824, 0.000000060, 0.000000120, 0.000000385, 0.000000144, 0.000000224, 0.000000605, 0, 0, 1, 0, 60.000000000
1646305719.578232050, 0.000000212, 0.000000298, 0.000000629, 0.000000312, 0.000000410, 0.000000905, 0.000000170, 0.000000210, 0.000000324, 0.000000180, 0.000000228, 0.000000659, 0, 1, 0, 0, 0.000000000
1646305719.603230953, 0.000000589, 0.000000857, 0.000000937, 0.000000359, 0.000000430, 0.000000954, 0.000000073, 0.000000307, 0.000000508, 0.000000193, 0.000000209, 0.000000611, 0, 0, 1, 0, 61.000000000
1646305719.628230095, 0.000000082, 0.000000118, 0.000000811, 0.000000353, 0.000000354, 0.000000831, 0.000000005, 0.000000055, 0.000000321, 0.000000164, 0.000000191, 0.000000566, 0, 1, 0, 0, 0.000000000
1646305719.653228998, 0.000000066, 0.000000209, 0.000000503, 0.000000330, 0.000000338, 0.000000844, 0.000000063, 0.000000207, 0.000000497, 0.000000329, 0.000000337, 0.000000844, 0, 0, 0, 1, 2.000000000
1646305719.678228140, 0.000000182, 0.000000240, 0.000000747, 0.000000612, 0.000000627, 0.000001209, 0.000000096, 0.000000200, 0.000000425, 0.000000305, 0.000000318, 0.000000878, 0, 0, 1, 0, 61.000000000
1646305719.703227043, 0.000000510, 0.000000824, 0.000001002, 0.000000533, 0.000000548, 0.000001192, 0.000000157, 0.000000413, 0.000000675, 0.000000376, 0.000000413, 0.000000989, 0, 0, 1, 0, 53.000000000
1646305719.728226185, 0.000000027, 0.000000071, 0.000000554, 0.000000572, 0.000000640, 0.000001127, 0.000000016, 0.000000021, 0.000000252, 0.000000405, 0.000000460, 0.000000953, 0, 1, 0, 0, 0.000000000
1646305719.753225327, 0.000000062, 0.000000159, 0.000000362, 0.000000628, 0.000000748, 0.000001217, 0.000000054, 0.000000140, 0.000000279, 0.000000457, 0.000000556, 0.000001081, 0, 0, 1, 0, 50.000000000
1646305719.778224230, 0.000000103, 0.000000180, 0.000000646, 0.000000726, 0.000000845, 0.000001355, 0.000000091, 0.000000158, 0.000000516, 0.000000532, 0.000000661, 0.000001206, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000482, 0.000000543, 0.000001050, 0.000000826, 0.000001017, 0.000001464, 0.000000262, 0.000000507, 0.000000570, 0.000000618, 0.000000803, 0.000001314, 0, 0, 1, 0, 51.000000000
1646305719.828222275, 0.000000018, 0.000000066, 0.000000438, 0.000000793, 0.000001010, 0.000001339, 0.000000015, 0.000000030, 0.000000250, 0.000000619, 0.000000743, 0.000001260, 0, 1, 0, 0, 0.000000000
1646305719.853221178, 0.000000050, 0.000000137, 0.000000281, 0.000000835, 0.000001017, 0.000001313, 0.000000047, 0.000000129, 0.000000247, 0.000000660, 0.000000811, 0.000001222, 0, 0, 1, 0, 51.000000000
1646305719.878220320, 0.000000060, 0.000000113, 0.000000348, 0.000000844, 0.000001088, 0.000001379, 0.000000058, 0.000000111, 0.000000314, 0.000000679, 0.000000896, 0.000001292, 0, 1, 0, 0, 0.000000000
1646305719.903219223, 0.000000319, 0.000000550, 0.000000883, 0.000000973, 0.000001261, 0.000001505, 0.000000267, 0.000000509, 0.000000631, 0.000000769, 0.000001023, 0.000001393, 0, 0, 1, 0, 46.000000000
1646305719.928218365, 0.000000016, 0.000000061, 0.000000432, 0.000000863, 0.000001161, 0.000001361, 0.000000014, 0.000000048, 0.000000310, 0.000000706, 0.000000884, 0.000001299, 0, 1, 0, 0, 0.000000000
1646305719.953217268, 0.000000039, 0.000000109, 0.000000240, 0.000000865, 0.000001145, 0.000001251, 0.000000039, 0.000000104, 0.000000214, 0.000000680, 0.000000902, 0.000001170, 0, 0, 1, 0, 40.000000000
