# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0, 0, 1, 0, 0.000000000
1646305719.228245735, 0.000000801, 0.000002700, 0.000007743, 0.000010674, 0.000016423, 0.000025219, 0.000000801, 0.000002700, 0.000007743, 0.000010674, 0.000016423, 0.000025219, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000352, 0.000000911, 0.000001703, 0.000005770, 0.000006221, 0.000011527, 0.000000352, 0.000000911, 0.000001703, 0.000005770, 0.000006221, 0.000011527, 1, 0, 0, 0, 0.000000000
1646305719.278243780, 0.000000143, 0.000000325, 0.000000566, 0.000003483, 0.000004821, 0.000008381, 0.000000143, 0.000000325, 0.000000566, 0.000003483, 0.000004821, 0.000008381, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000087, 0.000000100, 0.000000164, 0.000001657, 0.000002135, 0.000004511, 0.000000087, 0.000000100, 0.000000164, 0.000001657, 0.000002135, 0.000004511, 0, 0, 1, 0, 0.000000000
1646305719.328241825, 0.000000031, 0.000000039, 0.000000067, 0.000001021, 0.000001491, 0.000002462, 0.000000031, 0.000000039, 0.000000067, 0.000001021, 0.000001491, 0.000002462, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000031, 0.000000044, 0.000000087, 0.000000773, 0.000001043, 0.000001618, 0.000000031, 0.000000044, 0.000000087, 0.000000773, 0.000001043, 0.000001618, 1, 0, 0, 0, 0.000000000
1646305719.378239870, 0.000000038, 0.000000041, 0.000000053, 0.000000739, 0.000000885, 0.000001382, 0.000000038, 0.000000041, 0.000000053, 0.000000739, 0.000000885, 0.000001382, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000037, 0.000000039, 0.000000044, 0.000000633, 0.000000785, 0.000001287, 0.000000035, 0.000000038, 0.000000043, 0.000000385, 0.000000605, 0.000000872, 0, 0, 1, 1, 16.000000000
1646305719.453237057, 0.000000011, 0.000000027, 0.000000034, 0.000000542, 0.000000730, 0.000001101, 0.000000011, 0.000000027, 0.000000033, 0.000000488, 0.000000697, 0.000000881, 0, 0, 1, 0, 5.000000000
1646305719.478235960, 0.000000015, 0.000000019, 0.000000032, 0.000000576, 0.000000766, 0.000000975, 0.000000014, 0.000000019, 0.000000031, 0.000000515, 0.000000682, 0.000000842, 0, 1, 0, 0, 0.000000000
1646305719.503235102, 0.000000014, 0.000000023, 0.000000032, 0.000000508, 0.000000658, 0.000000842, 0.000000014, 0.000000022, 0.000000031, 0.000000357, 0.000000516, 0.000000740, 0, 0, 1, 0, 11.000000000
1646305719.528234005, 0.000000005, 0.000000015, 0.000000026, 0.000000373, 0.000000497, 0.000000670, 0.000000005, 0.000000015, 0.000000024, 0.000000251, 0.000000402, 0.000000583, 0, 1, 0, 0, 0.000000000
1646305719.553233147, 0.000000006, 0.000000016, 0.000000029, 0.000000293, 0.000000438, 0.000000594, 0.000000006, 0.000000016, 0.000000028, 0.000000293, 0.000000436, 0.000000591, 0, 0, 1, 0, 5.000000000
1646305719.578232050, 0.000000009, 0.000000016, 0.000000031, 0.000000339, 0.000000486, 0.000000674, 0.000000009, 0.000000016, 0.000000031, 0.000000339, 0.000000485, 0.000000669, 0, 1, 0, 0, 0.000000000
1646305719.603230953, 0.000000009, 0.000000020, 0.000000027, 0.000000397, 0.000000468, 0.000000750, 0.000000009, 0.000000019, 0.000000026, 0.000000306, 0.000000424, 0.000000589, 0, 0, 1, 0, 13.000000000
1646305719.628230095, 0.000000004, 0.000000014, 0.000000027, 0.000000311, 0.000000429, 0.000000613, 0.000000004, 0.000000014, 0.000000026, 0.000000238, 0.000000369, 0.000000502, 0, 1, 0, 0, 0.000000000
1646305719.653228998, 0.000000005, 0.000000013, 0.000000029, 0.000000264, 0.000000414, 0.000000536, 0.000000005, 0.000000013, 0.000000028, 0.000000202, 0.000000333, 0.000000467, 0, 1, 0, 0, 0.000000000
1646305719.678228140, 0.000000006, 0.000000013, 0.000000031, 0.000000251, 0.000000437, 0.000000511, 0.000000006, 0.000000013, 0.000000030, 0.000000191, 0.000000323, 0.000000481, 0, 1, 0, 0, 0.000000000
1646305719.703227043, 0.000000006, 0.000000015, 0.000000029, 0.000000279, 0.000000406, 0.000000543, 0.000000006, 0.000000015, 0.000000028, 0.000000279, 0.000000406, 0.000000543, 0, 0, 0, 1, 1.000000000
1646305719.728226185, 0.000000003, 0.000000011, 0.000000028, 0.000000270, 0.000000417, 0.000000583, 0.000000003, 0.000000011, 0.000000028, 0.000000270, 0.000000417, 0.000000583, 0, 1, 0, 0, 0.000000000
1646305719.753225327, 0.000000004, 0.000000011, 0.000000029, 0.000000264, 0.000000413, 0.000000632, 0.000000004, 0.000000011, 0.000000028, 0.000000245, 0.000000409, 0.000000540, 0, 0, 1, 0, 8.000000000
1646305719.778224230, 0.000000004, 0.000000011, 0.000000031, 0.000000257, 0.000000438, 0.000000619, 0.000000004, 0.000000011, 0.000000030, 0.000000238, 0.000000435, 0.000000528, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000004, 0.000000012, 0.000000027, 0.000000303, 0.000000425, 0.000000626, 0.000000004, 0.000000012, 0.000000027, 0.000000291, 0.000000399, 0.000000609, 1, 0, 0, 1, 9.000000000
1646305719.853221178, 0.000000003, 0.000000005, 0.000000026, 0.000000300, 0.000000492, 0.000000806, 0.000000003, 0.000000005, 0.000000026, 0.000000289, 0.000000462, 0.000000785, 1, 0, 0, 0, 0.000000000
1646305719.878220320, 0.000000003, 0.000000008, 0.000000030, 0.000000303, 0.000000540, 0.000000806, 0.000000003, 0.000000008, 0.000000030, 0.000000292, 0.000000508, 0.000000786, 0, 1, 0, 0, 0.000000000
1646305719.903219223, 0.000000002, 0.000000010, 0.000000029, 0.000000318, 0.000000455, 0.000000775, 0.000000002, 0.000000010, 0.000000028, 0.000000290, 0.000000434, 0.000000656, 0, 0, 1, 0, 12.000000000
1646305719.928218365, 0.000000002, 0.000000009, 0.000000027, 0.000000248, 0.000000409, 0.000000618, 0.000000002, 0.000000009, 0.000000026, 0.000000226, 0.000000389, 0.000000521, 0, 1, 0, 0, 0.000000000
1646305719.953217268, 0.000000002, 0.000000008, 0.000000027, 0.000000216, 0.000000392, 0.000000543, 0.000000002, 0.000000008, 0.000000027, 0.000000210, 0.000000390, 0.000000486, 0, 0, 1, 0, 5.000000000
1646305719.978216410, 0.000000003, 0.000000009, 0.000000030, 0.000000226, 0.000000425, 0.000000562, 0.000000003, 0.000000009, 0.000000029, 0.000000219, 0.000000422, 0.000000503, 0, 1, 0, 0, 0.000000000
1646305720.003215313, 0.000000002, 0.000000010, 0.000000027, 0.000000282, 0.000000414, 0.000000598, 0.000000002, 0.000000010, 0.000000026, 0.000000258, 0.000000397, 0.000000498, 0, 0, 1, 0, 12.000000000
