# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000008207, 0.000047003, 0.000123079, 0.000046084, 0.000125613, 0.000199131, 0.000008207, 0.000047003, 0.000123079, 0.000046084, 0.000125613, 0.000199131, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000001555, 0.000003745, 0.000021659, 0.000015473, 0.000026433, 0.000045247, 0.000001555, 0.000003745, 0.000021659, 0.000015473, 0.000026433, 0.000045247, 1, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000294, 0.000001513, 0.000002696, 0.000003608, 0.000005562, 0.000006144, 0.000000294, 0.000001513, 0.000002696, 0.000003608, 0.000005562, 0.000006144, 0, 1, 1, 0, 0.000000000
1646305719.403239012, 0.000000012, 0.000000028, 0.000000058, 0.000000868, 0.000001424, 0.000002196, 0.000000006, 0.000000009, 0.000000030, 0.000000004, 0.000000006, 0.000000097, 0, 1, 1, 1, 6.000000000
1646305719.503235102, 0.000000007, 0.000000020, 0.000000032, 0.000000592, 0.000000999, 0.000001433, 0.000000007, 0.000000020, 0.000000032, 0.000000588, 0.000000952, 0.000001286, 1, 1, 0, 1, 1.000000000
1646305719.603230953, 0.000000004, 0.000000015, 0.000000017, 0.000000500, 0.000000812, 0.000001367, 0.000000000, 0.000000001, 0.000000002, 0.000000002, 0.000000002, 0.000000006, 1, 1, 1, 0, 26.000000000
1646305719.653228998, 0.000000011, 0.000000018, 0.000000034, 0.000000210, 0.000000233, 0.000000247, 0.000000000, 0.000000001, 0.000000002, 0.000000001, 0.000000001, 0.000000007, 0, 1, 1, 0, 31.000000000
1646305719.753225327, 0.000000003, 0.000000010, 0.000000014, 0.000000311, 0.000000377, 0.000000500, 0.000000000, 0.000000002, 0.000000002, 0.000000001, 0.000000001, 0.000000004, 1, 1, 1, 0, 38.000000000
1646305719.803223133, 0.000000002, 0.000000018, 0.000000057, 0.000000142, 0.000000147, 0.000000156, 0.000000000, 0.000000001, 0.000000001, 0.000000001, 0.000000001, 0.000000003, 0, 1, 1, 0, 40.000000000
1646305719.853221178, 0.000000010, 0.000000016, 0.000000024, 0.000000106, 0.000000110, 0.000000123, 0.000000001, 0.000000001, 0.000000003, 0.000000001, 0.000000002, 0.000000005, 0, 1, 1, 0, 41.000000000
1646305719.953217268, 0.000000005, 0.000000011, 0.000000020, 0.000000357, 0.000000418, 0.000000494, 0.000000001, 0.000000001, 0.000000002, 0.000000002, 0.000000002, 0.000000004, 1, 1, 1, 0, 47.000000000
1646305720.003215313, 0.000000005, 0.000000039, 0.000000161, 0.000000143, 0.000000149, 0.000000158, 0.000000001, 0.000000003, 0.000000003, 0.000000002, 0.000000002, 0.000000013, 0, 1, 1, 0, 45.000000000
1646305720.053213358, 0.000000020, 0.000000027, 0.000000087, 0.000000114, 0.000000117, 0.000000164, 0.000000002, 0.000000009, 0.000000013, 0.000000005, 0.000000006, 0.000000024, 0, 1, 1, 0, 45.000000000
1646305720.153209448, 0.000000031, 0.000000035, 0.000000091, 0.000000553, 0.000000573, 0.000000777, 0.000000001, 0.000000007, 0.000000010, 0.000000002, 0.000000002, 0.000000011, 1, 1, 1, 0, 61.000000000
1646305720.203207493, 0.000000028, 0.000000170, 0.000000298, 0.000000151, 0.000000152, 0.000000185, 0.000000003, 0.000000004, 0.000000022, 0.000000006, 0.000000011, 0.000000057, 0, 1, 1, 0, 58.000000000
1646305720.303203583, 0.000000021, 0.000000040, 0.000000060, 0.000000593, 0.000000610, 0.000001041, 0.000000000, 0.000000001, 0.000000011, 0.000000004, 0.000000007, 0.000000039, 1, 1, 1, 0, 86.000000000
1646305720.453197718, 0.000000016, 0.000000050, 0.000000075, 0.000001180, 0.000001412, 0.000001959, 0.000000005, 0.000000013, 0.000000025, 0.000000029, 0.000000036, 0.000000134, 1, 1, 1, 0, 66.000000000
1646305720.553193808, 0.000000015, 0.000000065, 0.000000075, 0.000000789, 0.000000838, 0.000001055, 0.000000004, 0.000000009, 0.000000012, 0.000000013, 0.000000014, 0.000000108, 1, 1, 1, 0, 76.000000000
