# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000763, 0.000009441, 0.000011864, 0.000012012, 0.000017999, 0.000035202, 0.000000763, 0.000009441, 0.000011864, 0.000012012, 0.000017999, 0.000035202, 0, 1, 1, 0, 0.000000000
1646305719.253244877, 0.000000578, 0.000002008, 0.000002259, 0.000009642, 0.000013997, 0.000020774, 0.000000199, 0.000000841, 0.000001494, 0.000002930, 0.000003580, 0.000004215, 0, 1, 1, 1, 23.000000000
1646305719.353240728, 0.000000139, 0.000000526, 0.000000841, 0.000003007, 0.000003494, 0.000006053, 0.000000084, 0.000000349, 0.000000365, 0.000000387, 0.000000450, 0.000002319, 1, 1, 1, 0, 43.000000000
1646305719.453237057, 0.000000083, 0.000000445, 0.000000686, 0.000001509, 0.000002085, 0.000002720, 0.000000014, 0.000000027, 0.000000092, 0.000000343, 0.000000453, 0.000001228, 1, 1, 1, 0, 46.000000000
1646305719.503235102, 0.000000372, 0.000000743, 0.000001082, 0.000000835, 0.000001027, 0.000001787, 0.000000000, 0.000000009, 0.000000037, 0.000000000, 0.000000004, 0.000000804, 0, 1, 1, 0, 48.000000000
1646305719.603230953, 0.000000053, 0.000000153, 0.000000415, 0.000000725, 0.000000867, 0.000001452, 0.000000037, 0.000000119, 0.000000253, 0.000000015, 0.000000056, 0.000000996, 0, 1, 1, 0, 48.000000000
1646305719.703227043, 0.000000043, 0.000000083, 0.000000192, 0.000000666, 0.000000689, 0.000001361, 0.000000035, 0.000000074, 0.000000164, 0.000000366, 0.000000467, 0.000001045, 0, 1, 1, 0, 45.000000000
1646305719.753225327, 0.000000046, 0.000000086, 0.000000133, 0.000000774, 0.000001010, 0.000001298, 0.000000032, 0.000000069, 0.000000118, 0.000000309, 0.000000385, 0.000000937, 0, 1, 1, 0, 50.000000000
1646305719.803223133, 0.000000087, 0.000000177, 0.000000437, 0.000000704, 0.000000823, 0.000001307, 0.000000073, 0.000000091, 0.000000284, 0.000000290, 0.000000421, 0.000000972, 0, 1, 1, 0, 55.000000000
1646305719.903219223, 0.000000018, 0.000000029, 0.000000079, 0.000000773, 0.000000927, 0.000000996, 0.000000017, 0.000000023, 0.000000066, 0.000000252, 0.000000338, 0.000000736, 0, 1, 1, 0, 56.000000000
1646305720.003215313, 0.000000011, 0.000000024, 0.000000044, 0.000000694, 0.000000789, 0.000000821, 0.000000010, 0.000000020, 0.000000041, 0.000000249, 0.000000346, 0.000000646, 0, 1, 1, 0, 57.000000000
1646305720.053213358, 0.000000023, 0.000000029, 0.000000050, 0.000000562, 0.000000670, 0.000000903, 0.000000021, 0.000000022, 0.000000045, 0.000000258, 0.000000339, 0.000000708, 0, 1, 1, 0, 53.000000000
1646305720.103211403, 0.000000013, 0.000000060, 0.000000118, 0.000000626, 0.000000720, 0.000001017, 0.000000012, 0.000000052, 0.000000100, 0.000000278, 0.000000398, 0.000000839, 0, 1, 1, 0, 52.000000000
1646305720.153209448, 0.000000018, 0.000000027, 0.000000045, 0.000000627, 0.000000727, 0.000001022, 0.000000017, 0.000000022, 0.000000039, 0.000000270, 0.000000371, 0.000000810, 0, 1, 1, 0, 50.000000000
1646305720.203207493, 0.000000008, 0.000000034, 0.000000079, 0.000000618, 0.000000707, 0.000001032, 0.000000008, 0.000000031, 0.000000071, 0.000000286, 0.000000433, 0.000000864, 0, 1, 1, 0, 50.000000000
1646305720.228206635, 0.000000019, 0.000000054, 0.000000214, 0.000000448, 0.000000579, 0.000000977, 0.000000019, 0.000000048, 0.000000201, 0.000000205, 0.000000320, 0.000000822, 0, 1, 0, 0, 0.000000000
1646305720.353201628, 0.000000004, 0.000000010, 0.000000021, 0.000000553, 0.000000604, 0.000000693, 0.000000004, 0.000000010, 0.000000019, 0.000000429, 0.000000503, 0.000000648, 1, 1, 0, 0, 5.000000000
1646305720.403199434, 0.000000005, 0.000000014, 0.000000042, 0.000000682, 0.000000737, 0.000000812, 0.000000004, 0.000000014, 0.000000041, 0.000000314, 0.000000406, 0.000000663, 0, 1, 1, 0, 38.000000000
1646305720.428198814, 0.000000016, 0.000000050, 0.000000198, 0.000000455, 0.000000549, 0.000000787, 0.000000017, 0.000000048, 0.000000195, 0.000000201, 0.000000232, 0.000000725, 0, 1, 0, 0, 0.000000000
1646305720.553193808, 0.000000003, 0.000000007, 0.000000012, 0.000000447, 0.000000544, 0.000000665, 0.000000003, 0.000000005, 0.000000012, 0.000000146, 0.000000492, 0.000000587, 1, 1, 0, 0, 4.000000000
1646305720.603191853, 0.000000004, 0.000000011, 0.000000032, 0.000000390, 0.000000715, 0.000000811, 0.000000004, 0.000000011, 0.000000031, 0.000000388, 0.000000704, 0.000000796, 0, 1, 1, 0, 32.000000000
1646305720.703187943, 0.000000002, 0.000000006, 0.000000012, 0.000000430, 0.000000539, 0.000000641, 0.000000002, 0.000000006, 0.000000012, 0.000000428, 0.000000513, 0.000000616, 0, 1, 1, 0, 39.000000000
1646305720.803184032, 0.000000002, 0.000000006, 0.000000010, 0.000000395, 0.000000502, 0.000000635, 0.000000002, 0.000000006, 0.000000010, 0.000000394, 0.000000501, 0.000000633, 1, 1, 1, 1, 40.000000000
1646305720.953177929, 0.000000002, 0.000000005, 0.000000009, 0.000000391, 0.000000509, 0.000000690, 0.000000002, 0.000000005, 0.000000009, 0.000000389, 0.000000490, 0.000000674, 1, 1, 1, 0, 54.000000000
1646305721.003175974, 0.000000003, 0.000000008, 0.000000023, 0.000000616, 0.000000704, 0.000000784, 0.000000003, 0.000000008, 0.000000023, 0.000000615, 0.000000700, 0.000000776, 0, 1, 1, 0, 44.000000000
1646305721.103175640, 0.000000002, 0.000000005, 0.000000009, 0.000000385, 0.000000496, 0.000000641, 0.000000002, 0.000000005, 0.000000009, 0.000000384, 0.000000495, 0.000000638, 0, 1, 1, 1, 45.000000000
1646305721.153173685, 0.000000008, 0.000000012, 0.000000017, 0.000000471, 0.000000667, 0.000000769, 0.000000008, 0.000000012, 0.000000017, 0.000000467, 0.000000665, 0.000000765, 0, 1, 1, 0, 39.000000000
1646305721.203171968, 0.000000003, 0.000000008, 0.000000022, 0.000000736, 0.000000839, 0.000000919, 0.000000003, 0.000000008, 0.000000022, 0.000000721, 0.000000763, 0.000000821, 0, 1, 1, 0, 39.000000000
1646305721.253170013, 0.000000008, 0.000000012, 0.000000017, 0.000000594, 0.000000825, 0.000000890, 0.000000007, 0.000000011, 0.000000014, 0.000000080, 0.000000236, 0.000000566, 0, 1, 1, 0, 39.000000000
1646305721.353166103, 0.000000002, 0.000000004, 0.000000007, 0.000000352, 0.000000407, 0.000000565, 0.000000002, 0.000000004, 0.000000007, 0.000000097, 0.000000122, 0.000000390, 1, 1, 1, 0, 45.000000000
1646305721.403164148, 0.000000002, 0.000000007, 0.000000020, 0.000000335, 0.000000381, 0.000000604, 0.000000002, 0.000000007, 0.000000020, 0.000000256, 0.000000311, 0.000000552, 0, 1, 1, 0, 39.000000000
