# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0, 1, 1, 1, 0.000000000
1646305719.253244877, 0.000000220, 0.000001188, 0.000001844, 0.000004646, 0.000005716, 0.000010204, 0.000000047, 0.000000140, 0.000000696, 0.000000899, 0.000001541, 0.000004420, 1, 1, 1, 0, 17.000000000
1646305719.353240728, 0.000000129, 0.000000899, 0.000001207, 0.000002677, 0.000003139, 0.000005731, 0.000000026, 0.000000086, 0.000000528, 0.000000506, 0.000000900, 0.000002493, 1, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000295, 0.000000388, 0.000000996, 0.000001208, 0.000001570, 0.000003313, 0.000000062, 0.000000133, 0.000000152, 0.000000061, 0.000000106, 0.000000414, 0, 1, 1, 0, 24.000000000
1646305719.503235102, 0.000000069, 0.000000353, 0.000000512, 0.000000927, 0.000001287, 0.000001517, 0.000000015, 0.000000023, 0.000000044, 0.000000013, 0.000000015, 0.000000043, 0, 1, 1, 1, 47.000000000
1646305719.603230953, 0.000000049, 0.000000104, 0.000000487, 0.000000644, 0.000000741, 0.000000867, 0.000000014, 0.000000021, 0.000000042, 0.000000026, 0.000000038, 0.000000242, 1, 1, 1, 0, 35.000000000
1646305719.703227043, 0.000000037, 0.000000051, 0.000000358, 0.000000644, 0.000000761, 0.000001044, 0.000000017, 0.000000033, 0.000000048, 0.000000042, 0.000000049, 0.000000384, 1, 1, 1, 0, 34.000000000
1646305719.803223133, 0.000000027, 0.000000040, 0.000000215, 0.000000690, 0.000000847, 0.000001197, 0.000000015, 0.000000024, 0.000000062, 0.000000060, 0.000000078, 0.000000383, 1, 1, 1, 0, 34.000000000
1646305719.953217268, 0.000000016, 0.000000032, 0.000000094, 0.000000887, 0.000001372, 0.000001909, 0.000000013, 0.000000016, 0.000000047, 0.000000084, 0.000000098, 0.000000361, 1, 1, 1, 0, 34.000000000
1646305720.053213358, 0.000000009, 0.000000020, 0.000000042, 0.000000604, 0.000000754, 0.000000961, 0.000000009, 0.000000017, 0.000000038, 0.000000345, 0.000000539, 0.000000710, 1, 1, 0, 1, 9.000000000
