# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011455, 0.000013433, 0.000070253, 0.000075271, 0.000095862, 0.000002713, 0.000011455, 0.000013433, 0.000070253, 0.000075271, 0.000095862, 1, 0, 0, 0, 0.000000000
1646305719.228245735, 0.000001284, 0.000002771, 0.000009119, 0.000017292, 0.000021699, 0.000037964, 0.000001284, 0.000002771, 0.000009119, 0.000017292, 0.000021699, 0.000037964, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000776, 0.000002314, 0.000002704, 0.000012960, 0.000021908, 0.000031354, 0.000000776, 0.000002314, 0.000002704, 0.000012960, 0.000021908, 0.000031354, 0, 0, 0, 1, 0.000000000
1646305719.278243780, 0.000000765, 0.000001723, 0.000002525, 0.000008744, 0.000017749, 0.000025885, 0.000000765, 0.000001723, 0.000002525, 0.000008744, 0.000017749, 0.000025885, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000904, 0.000002299, 0.000002714, 0.000007515, 0.000009127, 0.000021665, 0.000000904, 0.000002299, 0.000002714, 0.000007515, 0.000009127, 0.000021665, 1, 0, 0, 0, 0.000000000
1646305719.328241825, 0.000000386, 0.000000765, 0.000002511, 0.000005837, 0.000006432, 0.000011039, 0.000000386, 0.000000765, 0.000002511, 0.000005837, 0.000006432, 0.000011039, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000278, 0.000000804, 0.000001122, 0.000005132, 0.000006659, 0.000011600, 0.000000133, 0.000000376, 0.000000664, 0.000000436, 0.000000572, 0.000003400, 1, 0, 0, 0, 21.000000000
1646305719.378239870, 0.000000513, 0.000000737, 0.000000914, 0.000000781, 0.000000969, 0.000004016, 0.000000324, 0.000000465, 0.000000557, 0.000000181, 0.000000214, 0.000001738, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000600, 0.000000997, 0.000001142, 0.000000513, 0.000000755, 0.000002158, 0.000000154, 0.000000383, 0.000000669, 0.000000278, 0.000000345, 0.000001486, 1, 0, 0, 0, 34.000000000
1646305719.428238153, 0.000000180, 0.000000468, 0.000000893, 0.000000548, 0.000000713, 0.000001828, 0.000000046, 0.000000253, 0.000000361, 0.000000216, 0.000000340, 0.000001379, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000122, 0.000000518, 0.000000801, 0.000000275, 0.000000517, 0.000002033, 0.000000082, 0.000000281, 0.000000466, 0.000000128, 0.000000253, 0.000001172, 1, 0, 0, 0, 43.000000000
1646305719.478235960, 0.000000421, 0.000000450, 0.000000836, 0.000000205, 0.000000413, 0.000001632, 0.000000287, 0.000000289, 0.000000469, 0.000000136, 0.000000187, 0.000000964, 0, 1, 0, 0, 0.000000000
1646305719.503235102, 0.000000570, 0.000000991, 0.000001043, 0.000000288, 0.000000383, 0.000001278, 0.000000228, 0.000000371, 0.000000608, 0.000000194, 0.000000239, 0.000000872, 1, 0, 0, 0, 47.000000000
1646305719.528234005, 0.000000148, 0.000000213, 0.000000888, 0.000000379, 0.000000419, 0.000001156, 0.000000055, 0.000000121, 0.000000354, 0.000000223, 0.000000271, 0.000000866, 0, 1, 0, 0, 0.000000000
1646305719.553233147, 0.000000092, 0.000000290, 0.000000555, 0.000000406, 0.000000472, 0.000001263, 0.000000073, 0.000000214, 0.000000378, 0.000000195, 0.000000246, 0.000000989, 1, 0, 0, 0, 51.000000000
1646305719.578232050, 0.000000272, 0.000000362, 0.000000679, 0.000000379, 0.000000426, 0.000001360, 0.000000217, 0.000000294, 0.000000495, 0.000000208, 0.000000243, 0.000001081, 0, 1, 0, 0, 0.000000000
1646305719.603230953, 0.000000532, 0.000000812, 0.000000991, 0.000000382, 0.000000442, 0.000001325, 0.000000510, 0.000000794, 0.000000982, 0.000000382, 0.000000442, 0.000001325, 0, 0, 1, 0, 2.000000000
