# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000764, 0.000009442, 0.000011886, 0.000012017, 0.000018018, 0.000035259, 0.000000764, 0.000009442, 0.000011886, 0.000012017, 0.000018018, 0.000035259, 0, 0, 1, 1, 0.000000000
1646305719.203246832, 0.000002046, 0.000010722, 0.000012960, 0.000041548, 0.000047225, 0.000066183, 0.000002046, 0.000010722, 0.000012960, 0.000041548, 0.000047225, 0.000066183, 1, 0, 1, 0, 0.000000000
1646305719.253244877, 0.000000571, 0.000002005, 0.000002252, 0.000009573, 0.000013894, 0.000020694, 0.000000075, 0.000000110, 0.000001055, 0.000002020, 0.000004113, 0.000007096, 0, 1, 1, 0, 14.000000000
1646305719.303242922, 0.000000615, 0.000001220, 0.000001676, 0.000004348, 0.000005558, 0.000009968, 0.000000053, 0.000000141, 0.000000416, 0.000000214, 0.000000400, 0.000000540, 1, 0, 1, 0, 19.000000000
1646305719.353240728, 0.000000128, 0.000000734, 0.000000917, 0.000001398, 0.000001798, 0.000002566, 0.000000026, 0.000000080, 0.000000237, 0.000000125, 0.000000185, 0.000000428, 0, 1, 1, 0, 23.000000000
1646305719.403239012, 0.000000680, 0.000001174, 0.000001294, 0.000000696, 0.000000854, 0.000001441, 0.000000023, 0.000000056, 0.000000224, 0.000000069, 0.000000134, 0.000000377, 1, 0, 1, 0, 25.000000000
1646305719.453237057, 0.000000082, 0.000000680, 0.000001096, 0.000000356, 0.000000545, 0.000001037, 0.000000022, 0.000000118, 0.000000398, 0.000000095, 0.000000128, 0.000000255, 0, 1, 1, 0, 29.000000000
1646305719.503235102, 0.000000558, 0.000001210, 0.000001367, 0.000000445, 0.000000512, 0.000000764, 0.000000031, 0.000000061, 0.000000593, 0.000000382, 0.000000408, 0.000000608, 1, 0, 1, 0, 25.000000000
1646305719.553233147, 0.000000080, 0.000000609, 0.000000946, 0.000001074, 0.000001184, 0.000001522, 0.000000028, 0.000000041, 0.000000295, 0.000000315, 0.000000637, 0.000001133, 0, 1, 1, 0, 24.000000000
1646305719.603230953, 0.000000388, 0.000000635, 0.000001106, 0.000000826, 0.000001506, 0.000002112, 0.000000056, 0.000000185, 0.000000494, 0.000000705, 0.000001246, 0.000001592, 0, 0, 1, 1, 28.000000000
1646305719.653228998, 0.000000059, 0.000000067, 0.000000148, 0.000001268, 0.000001994, 0.000002850, 0.000000039, 0.000000053, 0.000000099, 0.000000600, 0.000000765, 0.000001822, 0, 1, 1, 0, 31.000000000
1646305719.703227043, 0.000000304, 0.000000545, 0.000001135, 0.000001205, 0.000001468, 0.000002646, 0.000000262, 0.000000519, 0.000000648, 0.000001087, 0.000001256, 0.000002408, 1, 0, 1, 0, 23.000000000
1646305719.753225327, 0.000000025, 0.000000048, 0.000000065, 0.000001270, 0.000001648, 0.000003258, 0.000000024, 0.000000046, 0.000000059, 0.000001147, 0.000001370, 0.000002396, 0, 1, 1, 0, 16.000000000
1646305719.803223133, 0.000000186, 0.000000477, 0.000000974, 0.000001645, 0.000001837, 0.000003816, 0.000000137, 0.000000426, 0.000000786, 0.000001608, 0.000001690, 0.000003726, 1, 0, 1, 0, 18.000000000
1646305719.853221178, 0.000000020, 0.000000036, 0.000000075, 0.000001052, 0.000001402, 0.000005614, 0.000000020, 0.000000036, 0.000000075, 0.000001045, 0.000001399, 0.000005576, 0, 1, 1, 0, 20.000000000
1646305719.903219223, 0.000000122, 0.000000367, 0.000000871, 0.000001307, 0.000001575, 0.000008345, 0.000000120, 0.000000363, 0.000000862, 0.000001304, 0.000001570, 0.000008227, 0, 0, 1, 1, 37.000000000
1646305719.953217268, 0.000000015, 0.000000029, 0.000000101, 0.000000858, 0.000001136, 0.000009630, 0.000000015, 0.000000029, 0.000000100, 0.000000858, 0.000001135, 0.000009588, 0, 1, 1, 0, 42.000000000
1646305720.003215313, 0.000000064, 0.000000219, 0.000000638, 0.000001099, 0.000001277, 0.000009981, 0.000000064, 0.000000219, 0.000000637, 0.000001099, 0.000001277, 0.000009966, 1, 0, 1, 0, 49.000000000
1646305720.053213358, 0.000000012, 0.000000025, 0.000000097, 0.000000756, 0.000000964, 0.000009493, 0.000000012, 0.000000025, 0.000000096, 0.000000756, 0.000000963, 0.000009452, 0, 0, 1, 1, 57.000000000
1646305720.103211403, 0.000000037, 0.000000090, 0.000000377, 0.000000932, 0.000001094, 0.000005402, 0.000000036, 0.000000090, 0.000000374, 0.000000930, 0.000001091, 0.000005314, 1, 0, 1, 0, 58.000000000
1646305720.153209448, 0.000000011, 0.000000022, 0.000000056, 0.000000681, 0.000000822, 0.000005020, 0.000000011, 0.000000022, 0.000000056, 0.000000680, 0.000000821, 0.000004989, 0, 1, 1, 0, 60.000000000
1646305720.203207493, 0.000000022, 0.000000056, 0.000000238, 0.000000815, 0.000000979, 0.000003889, 0.000000022, 0.000000055, 0.000000236, 0.000000814, 0.000000976, 0.000003827, 1, 0, 1, 0, 73.000000000
1646305720.253205538, 0.000000009, 0.000000020, 0.000000045, 0.000000639, 0.000000752, 0.000003704, 0.000000009, 0.000000020, 0.000000045, 0.000000638, 0.000000751, 0.000003699, 0, 1, 1, 0, 62.000000000
1646305720.303203583, 0.000000013, 0.000000037, 0.000000181, 0.000000757, 0.000000921, 0.000003192, 0.000000013, 0.000000037, 0.000000181, 0.000000756, 0.000000919, 0.000003167, 0, 0, 1, 1, 83.000000000
1646305720.353201628, 0.000000008, 0.000000018, 0.000000039, 0.000000608, 0.000000707, 0.000003198, 0.000000008, 0.000000018, 0.000000039, 0.000000608, 0.000000707, 0.000003187, 0, 0, 1, 1, 94.000000000
1646305720.403199434, 0.000000010, 0.000000030, 0.000000155, 0.000000720, 0.000000873, 0.000002813, 0.000000010, 0.000000030, 0.000000154, 0.000000718, 0.000000870, 0.000002760, 1, 0, 1, 0, 91.000000000
1646305720.453197718, 0.000000008, 0.000000017, 0.000000035, 0.000000586, 0.000000683, 0.000002756, 0.000000008, 0.000000017, 0.000000035, 0.000000585, 0.000000682, 0.000002750, 0, 1, 1, 0, 76.000000000
1646305720.503195763, 0.000000009, 0.000000023, 0.000000122, 0.000000698, 0.000000850, 0.000002541, 0.000000009, 0.000000023, 0.000000122, 0.000000698, 0.000000850, 0.000002538, 1, 0, 1, 0, 99.000000000
1646305720.553193808, 0.000000007, 0.000000017, 0.000000033, 0.000000582, 0.000000666, 0.000002574, 0.000000007, 0.000000017, 0.000000033, 0.000000582, 0.000000666, 0.000002571, 1, 0, 1, 0, 104.000000000
1646305720.628190756, 0.000000005, 0.000000007, 0.000000076, 0.000000493, 0.000000546, 0.000002102, 0.000000005, 0.000000007, 0.000000076, 0.000000492, 0.000000544, 0.000002068, 1, 0, 1, 1, 138.000000000
1646305720.653189659, 0.000000019, 0.000000032, 0.000000052, 0.000000448, 0.000000653, 0.000002580, 0.000000019, 0.000000032, 0.000000052, 0.000000447, 0.000000652, 0.000002521, 1, 0, 0, 0, 34.000000000
1646305720.728186846, 0.000000003, 0.000000005, 0.000000059, 0.000000464, 0.000000513, 0.000001792, 0.000000003, 0.000000005, 0.000000059, 0.000000462, 0.000000511, 0.000001747, 1, 0, 1, 0, 138.000000000
1646305720.803184032, 0.000000003, 0.000000012, 0.000000036, 0.000000353, 0.000000592, 0.000002679, 0.000000003, 0.000000012, 0.000000035, 0.000000352, 0.000000589, 0.000002580, 1, 1, 1, 0, 127.000000000
1646305720.853181839, 0.000000007, 0.000000012, 0.000000044, 0.000000439, 0.000000566, 0.000004042, 0.000000007, 0.000000012, 0.000000043, 0.000000438, 0.000000564, 0.000003928, 0, 1, 1, 0, 76.000000000
1646305720.903179884, 0.000000004, 0.000000029, 0.000000156, 0.000000590, 0.000000744, 0.000005606, 0.000000004, 0.000000028, 0.000000155, 0.000000588, 0.000000741, 0.000005319, 1, 0, 1, 0, 125.000000000
1646305720.953177929, 0.000000008, 0.000000013, 0.000000068, 0.000000551, 0.000000575, 0.000006960, 0.000000008, 0.000000013, 0.000000067, 0.000000551, 0.000000574, 0.000006791, 0, 1, 1, 0, 83.000000000
