# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0, 1, 1, 1, 0.000000000
1646305719.203246832, 0.000000790, 0.000003424, 0.000005845, 0.000010598, 0.000012292, 0.000016657, 0.000000165, 0.000000493, 0.000001777, 0.000004898, 0.000006133, 0.000013868, 0, 1, 1, 0, 16.000000000
1646305719.303242922, 0.000000168, 0.000000917, 0.000001381, 0.000003389, 0.000004162, 0.000007604, 0.000000059, 0.000000112, 0.000000439, 0.000000067, 0.000000114, 0.000000303, 0, 1, 1, 1, 35.000000000
1646305719.353240728, 0.000000113, 0.000000877, 0.000001104, 0.000000918, 0.000001113, 0.000001814, 0.000000078, 0.000000467, 0.000000552, 0.000000347, 0.000000420, 0.000001026, 0, 1, 0, 1, 11.000000000
1646305719.453237057, 0.000000068, 0.000000504, 0.000001079, 0.000001359, 0.000001604, 0.000002859, 0.000000034, 0.000000108, 0.000000146, 0.000000083, 0.000000101, 0.000000357, 0, 1, 1, 1, 44.000000000
1646305719.553233147, 0.000000048, 0.000000156, 0.000000463, 0.000000789, 0.000000882, 0.000001118, 0.000000044, 0.000000132, 0.000000300, 0.000000246, 0.000000298, 0.000000573, 1, 1, 0, 1, 20.000000000
1646305719.653228998, 0.000000023, 0.000000032, 0.000000102, 0.000000796, 0.000000888, 0.000001026, 0.000000019, 0.000000020, 0.000000072, 0.000000105, 0.000000130, 0.000000511, 1, 1, 1, 0, 43.000000000
1646305719.753225327, 0.000000012, 0.000000024, 0.000000048, 0.000000652, 0.000000697, 0.000000828, 0.000000012, 0.000000017, 0.000000039, 0.000000106, 0.000000163, 0.000000584, 1, 1, 1, 0, 41.000000000
1646305719.803223133, 0.000000017, 0.000000056, 0.000000190, 0.000000373, 0.000000478, 0.000000902, 0.000000016, 0.000000045, 0.000000118, 0.000000125, 0.000000218, 0.000000714, 0, 1, 1, 0, 39.000000000
1646305719.853221178, 0.000000013, 0.000000030, 0.000000041, 0.000000437, 0.000000560, 0.000000919, 0.000000012, 0.000000025, 0.000000035, 0.000000150, 0.000000241, 0.000000721, 0, 1, 1, 0, 43.000000000
1646305719.953217268, 0.000000004, 0.000000012, 0.000000019, 0.000000553, 0.000000574, 0.000000666, 0.000000004, 0.000000011, 0.000000018, 0.000000246, 0.000000321, 0.000000557, 1, 1, 1, 0, 40.000000000
1646305720.053213358, 0.000000003, 0.000000008, 0.000000013, 0.000000473, 0.000000522, 0.000000621, 0.000000003, 0.000000008, 0.000000013, 0.000000284, 0.000000392, 0.000000516, 1, 1, 1, 0, 41.000000000
1646305720.153209448, 0.000000002, 0.000000007, 0.000000012, 0.000000429, 0.000000500, 0.000000612, 0.000000002, 0.000000006, 0.000000011, 0.000000285, 0.000000299, 0.000000482, 0, 1, 1, 1, 53.000000000
1646305720.253205538, 0.000000002, 0.000000006, 0.000000010, 0.000000396, 0.000000471, 0.000000569, 0.000000002, 0.000000005, 0.000000009, 0.000000276, 0.000000299, 0.000000410, 0, 1, 1, 1, 58.000000000
1646305720.353201628, 0.000000002, 0.000000005, 0.000000009, 0.000000381, 0.000000450, 0.000000559, 0.000000002, 0.000000005, 0.000000009, 0.000000317, 0.000000384, 0.000000427, 1, 1, 1, 0, 57.000000000
1646305720.453197718, 0.000000002, 0.000000005, 0.000000008, 0.000000370, 0.000000438, 0.000000566, 0.000000002, 0.000000005, 0.000000008, 0.000000341, 0.000000387, 0.000000484, 1, 1, 1, 0, 58.000000000
1646305720.503195763, 0.000000003, 0.000000011, 0.000000030, 0.000000619, 0.000000628, 0.000000744, 0.000000003, 0.000000011, 0.000000029, 0.000000533, 0.000000590, 0.000000665, 0, 1, 1, 0, 50.000000000
1646305720.553193808, 0.000000004, 0.000000009, 0.000000016, 0.000000612, 0.000000695, 0.000000748, 0.000000004, 0.000000009, 0.000000016, 0.000000594, 0.000000665, 0.000000692, 0, 1, 1, 0, 49.000000000
1646305720.603191853, 0.000000004, 0.000000011, 0.000000030, 0.000000780, 0.000000898, 0.000000937, 0.000000004, 0.000000011, 0.000000030, 0.000000764, 0.000000859, 0.000000897, 0, 1, 1, 0, 50.000000000
1646305720.703187943, 0.000000001, 0.000000004, 0.000000007, 0.000000372, 0.000000444, 0.000000617, 0.000000001, 0.000000004, 0.000000007, 0.000000371, 0.000000444, 0.000000616, 1, 1, 0, 1, 9.000000000
1646305720.853181839, 0.000000001, 0.000000004, 0.000000007, 0.000000369, 0.000000444, 0.000000635, 0.000000001, 0.000000004, 0.000000007, 0.000000367, 0.000000440, 0.000000631, 1, 1, 1, 0, 53.000000000
1646305720.928179026, 0.000000002, 0.000000006, 0.000000018, 0.000000423, 0.000000551, 0.000000618, 0.000000002, 0.000000006, 0.000000018, 0.000000418, 0.000000545, 0.000000608, 1, 1, 1, 0, 48.000000000
1646305721.003175974, 0.000000002, 0.000000004, 0.000000008, 0.000000431, 0.000000585, 0.000000785, 0.000000002, 0.000000004, 0.000000008, 0.000000425, 0.000000574, 0.000000774, 1, 1, 1, 0, 60.000000000
1646305721.103175640, 0.000000001, 0.000000004, 0.000000007, 0.000000347, 0.000000412, 0.000000600, 0.000000001, 0.000000004, 0.000000007, 0.000000346, 0.000000411, 0.000000600, 1, 1, 0, 1, 16.000000000
1646305721.153173685, 0.000000004, 0.000000008, 0.000000013, 0.000000461, 0.000000570, 0.000000645, 0.000000004, 0.000000008, 0.000000013, 0.000000460, 0.000000568, 0.000000644, 0, 1, 1, 0, 42.000000000
1646305721.253170013, 0.000000001, 0.000000004, 0.000000007, 0.000000347, 0.000000405, 0.000000578, 0.000000001, 0.000000004, 0.000000007, 0.000000340, 0.000000395, 0.000000566, 1, 1, 1, 0, 60.000000000
1646305721.378165245, 0.000000001, 0.000000003, 0.000000006, 0.000000330, 0.000000387, 0.000000581, 0.000000001, 0.000000003, 0.000000006, 0.000000325, 0.000000379, 0.000000568, 1, 1, 1, 1, 64.000000000
1646305721.453162432, 0.000000004, 0.000000008, 0.000000012, 0.000000449, 0.000000596, 0.000000657, 0.000000004, 0.000000008, 0.000000011, 0.000000445, 0.000000564, 0.000000639, 1, 1, 1, 0, 52.000000000
1646305721.553158522, 0.000000001, 0.000000003, 0.000000007, 0.000000337, 0.000000389, 0.000000577, 0.000000001, 0.000000003, 0.000000007, 0.000000330, 0.000000365, 0.000000550, 1, 1, 1, 0, 66.000000000
1646305721.653154850, 0.000000001, 0.000000003, 0.000000007, 0.000000322, 0.000000368, 0.000000566, 0.000000001, 0.000000003, 0.000000007, 0.000000315, 0.000000363, 0.000000563, 1, 1, 0, 0, 15.000000000
