# time(s), cam_used[0], cam_used[1], cam_used[2], cam_used[3], cam_rows[0], cam_rows[1], cam_rows[2], cam_rows[3], cam_sol[0][0], cam_sol[0][1], cam_sol[0][2], cam_sol[0][3], cam_sol[0][4], cam_sol[0][5], cam_sol[0][6], cam_sol[1][0], cam_sol[1][1], cam_sol[1][2], cam_sol[1][3], cam_sol[1][4], cam_sol[1][5], cam_sol[1][6], cam_sol[2][0], cam_sol[2][1], cam_sol[2][2], cam_sol[2][3], cam_sol[2][4], cam_sol[2][5], cam_sol[2][6], cam_sol[3][0], cam_sol[3][1], cam_sol[3][2], cam_sol[3][3], cam_sol[3][4], cam_sol[3][5], cam_sol[3][6], cam_rot_std[0], cam_trans_std[0], cam_rot_std[1], cam_trans_std[1], cam_rot_std[2], cam_trans_std[2], cam_rot_std[3], cam_trans_std[3], total_rot_std, total_trans_std, level0_avg_total_rows, rot_max_eig_post, trans_max_eig_post, cam_patch_count[0], cam_patch_count[1], cam_patch_count[2], cam_patch_count[3]
1649856227.842431307, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000000, 0.000000000, 0.000000000, 0.010097985, 0.010070707, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856227.892428160, 1, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000000, 0.000000000, 0.000000000, 0.010099303, 0.010147790, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856227.917426586, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000000, 0.000000000, 0.000000000, 0.002142777, 0.001076145, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856227.992421865, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000000, 0.000000000, 0.000000000, 0.000141033, 0.000122653, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856228.017420292, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000000, 0.000000000, 0.000000000, 0.000054832, 0.000040329, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856228.092415810, 1, 0, 0, 1, 0, 0, 0, 0, -0.000002022, -0.000008903, -0.000000350, -0.000014828, 0.000017845, 0.000021716, 0.002044541, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000647, 0.000000823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000647, 0.000000823, 1.000000000, 0.000018904, 0.000028172, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856228.167411089, 1, 0, 0, 1, 0, 0, 0, 0, 0.000002099, 0.000001506, 0.000000237, -0.000001658, -0.000001260, -0.000008179, -0.001681018, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000978, 0.000001606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000978, 0.000001606, 4.000000000, 0.000010305, 0.000019680, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856228.242406607, 1, 1, 0, 1, 0, 0, 0, 0, 0.000002537, 0.000007181, -0.000000394, 0.000003654, -0.000006552, -0.000012539, -0.000995862, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000595, 0.000000995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000595, 0.000000995, 6.000000000, 0.000007327, 0.000015155, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856228.292403460, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002537, 0.000007181, -0.000000394, 0.000003654, -0.000006552, -0.000012539, -0.000995862, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000595, 0.000000995, 0.0, 0.0, 0.0, 0.0, 0.000000595, 0.000000995, 0.000000000, 0.000005530, 0.000010899, 0.000000000, 0.000000000, 0.000000000, 0.000000000
1649856228.317401886, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002537, 0.000007181, -0.000000394, 0.000003654, -0.000006552, -0.000012539, -0.000995862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000595, 0.000000995, 0.000000595, 0.000000995, 0.000000000, 0.000004206, 0.000007974, 0.000000000, 0.000000000, 0.000000000, 0.000000000
