# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0, 0, 1, 0, 0.000000000
1646305719.228245735, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 0, 0, 0, 1, 0.000000000
1646305719.278243780, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0, 0, 1, 0, 0.000000000
1646305719.328241825, 0.000000316, 0.000000758, 0.000002363, 0.000005150, 0.000005641, 0.000009699, 0.000000316, 0.000000758, 0.000002363, 0.000005150, 0.000005641, 0.000009699, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000254, 0.000000772, 0.000001091, 0.000004544, 0.000005994, 0.000010254, 0.000000185, 0.000000710, 0.000001024, 0.000001846, 0.000002293, 0.000005960, 0, 0, 0, 1, 13.000000000
1646305719.378239870, 0.000000470, 0.000000498, 0.000001061, 0.000001963, 0.000002658, 0.000006571, 0.000000435, 0.000000469, 0.000001003, 0.000000624, 0.000000918, 0.000004288, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000578, 0.000001037, 0.000001482, 0.000000980, 0.000001342, 0.000004563, 0.000000319, 0.000000769, 0.000000819, 0.000000673, 0.000001012, 0.000001395, 0, 0, 1, 0, 22.000000000
1646305719.428238153, 0.000000151, 0.000000366, 0.000001089, 0.000000989, 0.000001360, 0.000001711, 0.000000086, 0.000000287, 0.000000575, 0.000000300, 0.000000641, 0.000001480, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000121, 0.000000398, 0.000000730, 0.000000636, 0.000000993, 0.000002240, 0.000000104, 0.000000382, 0.000000627, 0.000000581, 0.000000648, 0.000000957, 0, 1, 0, 1, 16.000000000
1646305719.503235102, 0.000000236, 0.000000315, 0.000000834, 0.000001265, 0.000001372, 0.000001968, 0.000000218, 0.000000226, 0.000000553, 0.000000500, 0.000000648, 0.000001242, 0, 0, 1, 0, 30.000000000
1646305719.528234005, 0.000000119, 0.000000159, 0.000000892, 0.000000690, 0.000000929, 0.000001431, 0.000000085, 0.000000146, 0.000000612, 0.000000233, 0.000000296, 0.000001285, 0, 1, 0, 0, 0.000000000
1646305719.553233147, 0.000000088, 0.000000279, 0.000000498, 0.000000400, 0.000000460, 0.000001754, 0.000000076, 0.000000246, 0.000000388, 0.000000245, 0.000000295, 0.000001469, 0, 0, 1, 0, 35.000000000
1646305719.578232050, 0.000000103, 0.000000258, 0.000000434, 0.000000468, 0.000000494, 0.000001773, 0.000000095, 0.000000231, 0.000000368, 0.000000307, 0.000000351, 0.000001468, 0, 1, 0, 0, 0.000000000
1646305719.603230953, 0.000000462, 0.000000571, 0.000000915, 0.000000539, 0.000000595, 0.000001667, 0.000000263, 0.000000488, 0.000000525, 0.000000334, 0.000000357, 0.000001156, 0, 0, 1, 0, 40.000000000
1646305719.628230095, 0.000000060, 0.000000074, 0.000000696, 0.000000490, 0.000000561, 0.000001274, 0.000000041, 0.000000049, 0.000000424, 0.000000259, 0.000000311, 0.000001034, 0, 1, 0, 0, 0.000000000
1646305719.653228998, 0.000000071, 0.000000169, 0.000000343, 0.000000440, 0.000000516, 0.000001350, 0.000000060, 0.000000156, 0.000000290, 0.000000241, 0.000000292, 0.000001066, 0, 0, 1, 0, 43.000000000
1646305719.678228140, 0.000000052, 0.000000129, 0.000000284, 0.000000431, 0.000000502, 0.000001324, 0.000000050, 0.000000118, 0.000000259, 0.000000238, 0.000000320, 0.000001042, 0, 1, 0, 0, 0.000000000
1646305719.703227043, 0.000000357, 0.000000587, 0.000000835, 0.000000430, 0.000000534, 0.000001256, 0.000000230, 0.000000483, 0.000000494, 0.000000288, 0.000000340, 0.000000981, 0, 0, 1, 0, 44.000000000
1646305719.728226185, 0.000000043, 0.000000071, 0.000000642, 0.000000447, 0.000000539, 0.000001132, 0.000000034, 0.000000044, 0.000000396, 0.000000293, 0.000000311, 0.000000975, 0, 1, 0, 0, 0.000000000
1646305719.753225327, 0.000000056, 0.000000109, 0.000000288, 0.000000466, 0.000000527, 0.000001211, 0.000000048, 0.000000103, 0.000000246, 0.000000252, 0.000000304, 0.000001006, 0, 0, 1, 0, 48.000000000
1646305719.778224230, 0.000000042, 0.000000084, 0.000000217, 0.000000429, 0.000000526, 0.000001248, 0.000000043, 0.000000077, 0.000000203, 0.000000225, 0.000000345, 0.000001037, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000346, 0.000000499, 0.000000767, 0.000000408, 0.000000562, 0.000001249, 0.000000207, 0.000000412, 0.000000452, 0.000000287, 0.000000371, 0.000001018, 0, 0, 1, 0, 50.000000000
1646305719.828222275, 0.000000035, 0.000000059, 0.000000505, 0.000000447, 0.000000567, 0.000001137, 0.000000028, 0.000000034, 0.000000314, 0.000000318, 0.000000337, 0.000001023, 0, 1, 0, 0, 0.000000000
1646305719.853221178, 0.000000054, 0.000000089, 0.000000219, 0.000000495, 0.000000566, 0.000001218, 0.000000048, 0.000000086, 0.000000194, 0.000000269, 0.000000336, 0.000001050, 0, 0, 1, 0, 51.000000000
1646305719.878220320, 0.000000025, 0.000000059, 0.000000179, 0.000000446, 0.000000562, 0.000001260, 0.000000026, 0.000000055, 0.000000172, 0.000000236, 0.000000367, 0.000001092, 0, 1, 0, 0, 0.000000000
1646305719.903219223, 0.000000238, 0.000000334, 0.000000737, 0.000000420, 0.000000589, 0.000001259, 0.000000197, 0.000000253, 0.000000423, 0.000000297, 0.000000390, 0.000001064, 0, 0, 1, 0, 51.000000000
1646305719.928218365, 0.000000034, 0.000000058, 0.000000429, 0.000000457, 0.000000582, 0.000001156, 0.000000028, 0.000000037, 0.000000279, 0.000000325, 0.000000359, 0.000001052, 0, 1, 0, 0, 0.000000000
1646305719.953217268, 0.000000046, 0.000000070, 0.000000184, 0.000000498, 0.000000591, 0.000001173, 0.000000046, 0.000000070, 0.000000184, 0.000000498, 0.000000590, 0.000001172, 1, 0, 0, 0, 2.000000000
1646305719.978216410, 0.000000023, 0.000000046, 0.000000159, 0.000000731, 0.000000891, 0.000001343, 0.000000023, 0.000000046, 0.000000159, 0.000000731, 0.000000891, 0.000001342, 0, 1, 0, 0, 0.000000000
