# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0, 0, 1, 0, 0.000000000
1646305719.228245735, 0.000000801, 0.000002700, 0.000007743, 0.000010674, 0.000016423, 0.000025219, 0.000000801, 0.000002700, 0.000007743, 0.000010674, 0.000016423, 0.000025219, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000299, 0.000000904, 0.000001626, 0.000005185, 0.000005450, 0.000010078, 0.000000299, 0.000000904, 0.000001626, 0.000005185, 0.000005450, 0.000010078, 1, 0, 0, 0, 0.000000000
1646305719.278243780, 0.000000102, 0.000000270, 0.000000325, 0.000002525, 0.000002885, 0.000004981, 0.000000102, 0.000000270, 0.000000325, 0.000002525, 0.000002885, 0.000004981, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000028, 0.000000047, 0.000000065, 0.000000886, 0.000001132, 0.000002224, 0.000000028, 0.000000047, 0.000000065, 0.000000886, 0.000001132, 0.000002224, 0, 0, 1, 0, 0.000000000
1646305719.328241825, 0.000000007, 0.000000007, 0.000000012, 0.000000288, 0.000000421, 0.000000751, 0.000000007, 0.000000007, 0.000000012, 0.000000288, 0.000000421, 0.000000751, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000001, 0.000000003, 0.000000004, 0.000000112, 0.000000159, 0.000000275, 0.000000001, 0.000000003, 0.000000004, 0.000000104, 0.000000150, 0.000000251, 0, 0, 1, 0, 22.000000000
1646305719.378239870, 0.000000000, 0.000000001, 0.000000002, 0.000000046, 0.000000067, 0.000000118, 0.000000000, 0.000000001, 0.000000002, 0.000000041, 0.000000064, 0.000000107, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000000, 0.000000000, 0.000000001, 0.000000020, 0.000000034, 0.000000059, 0.000000000, 0.000000000, 0.000000001, 0.000000018, 0.000000033, 0.000000054, 1, 0, 0, 0, 0.000000000
1646305719.428238153, 0.000000000, 0.000000000, 0.000000000, 0.000000010, 0.000000018, 0.000000032, 0.000000000, 0.000000000, 0.000000000, 0.000000009, 0.000000017, 0.000000029, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000000, 0.000000000, 0.000000000, 0.000000005, 0.000000010, 0.000000017, 0.000000000, 0.000000000, 0.000000000, 0.000000005, 0.000000010, 0.000000017, 0, 0, 1, 0, 27.000000000
1646305719.478235960, 0.000000000, 0.000000000, 0.000000000, 0.000000003, 0.000000005, 0.000000010, 0.000000000, 0.000000000, 0.000000000, 0.000000003, 0.000000005, 0.000000010, 0, 1, 0, 0, 0.000000000
