# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.128249645, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0.000000775, 0.000009519, 0.000011645, 0.000012028, 0.000018162, 0.000034974, 0, 1, 0, 0, 0.000000000
1646305719.203246832, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0.000002713, 0.000011454, 0.000013374, 0.000069082, 0.000074824, 0.000095845, 0, 0, 1, 0, 0.000000000
1646305719.228245735, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0.000001158, 0.000002728, 0.000008705, 0.000015037, 0.000019100, 0.000034776, 0, 1, 0, 0, 0.000000000
1646305719.253244877, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 0.000000701, 0.000002198, 0.000002608, 0.000011182, 0.000019546, 0.000027629, 1, 0, 0, 0, 0.000000000
1646305719.278243780, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0.000000707, 0.000001666, 0.000002388, 0.000007526, 0.000015629, 0.000023453, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0.000000840, 0.000002235, 0.000002591, 0.000006908, 0.000008037, 0.000018595, 0, 0, 0, 1, 0.000000000
1646305719.328241825, 0.000000316, 0.000000758, 0.000002363, 0.000005150, 0.000005641, 0.000009699, 0.000000316, 0.000000758, 0.000002363, 0.000005150, 0.000005641, 0.000009699, 0, 1, 0, 0, 0.000000000
1646305719.353240728, 0.000000254, 0.000000772, 0.000001091, 0.000004544, 0.000005994, 0.000010254, 0.000000254, 0.000000772, 0.000001091, 0.000004544, 0.000005994, 0.000010254, 0, 1, 0, 0, 0.000000000
1646305719.378239870, 0.000000486, 0.000000489, 0.000001100, 0.000003670, 0.000005612, 0.000009897, 0.000000486, 0.000000489, 0.000001100, 0.000003670, 0.000005612, 0.000009897, 0, 1, 0, 0, 0.000000000
1646305719.403239012, 0.000000625, 0.000001079, 0.000001579, 0.000003614, 0.000004270, 0.000008170, 0.000000625, 0.000001079, 0.000001579, 0.000003614, 0.000004270, 0.000008170, 0, 0, 1, 0, 0.000000000
1646305719.428238153, 0.000000209, 0.000000289, 0.000001344, 0.000003000, 0.000003382, 0.000005434, 0.000000209, 0.000000289, 0.000001344, 0.000003000, 0.000003382, 0.000005434, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000159, 0.000000445, 0.000000702, 0.000002951, 0.000003534, 0.000005947, 0.000000115, 0.000000362, 0.000000567, 0.000001170, 0.000001264, 0.000003056, 0, 0, 1, 0, 21.000000000
1646305719.478235960, 0.000000273, 0.000000401, 0.000000731, 0.000001398, 0.000001643, 0.000003185, 0.000000256, 0.000000357, 0.000000610, 0.000000523, 0.000000760, 0.000002375, 0, 1, 0, 0, 0.000000000
1646305719.503235102, 0.000000529, 0.000000922, 0.000001177, 0.000000822, 0.000001025, 0.000002347, 0.000000318, 0.000000670, 0.000000758, 0.000000505, 0.000000588, 0.000001829, 0, 0, 1, 0, 31.000000000
1646305719.528234005, 0.000000123, 0.000000215, 0.000000978, 0.000000680, 0.000000860, 0.000001777, 0.000000072, 0.000000165, 0.000000587, 0.000000370, 0.000000440, 0.000001577, 0, 1, 0, 0, 0.000000000
1646305719.553233147, 0.000000095, 0.000000266, 0.000000480, 0.000000575, 0.000000763, 0.000002018, 0.000000060, 0.000000181, 0.000000367, 0.000000231, 0.000000447, 0.000001777, 1, 0, 0, 0, 0.000000000
1646305719.578232050, 0.000000118, 0.000000285, 0.000000452, 0.000000479, 0.000000722, 0.000002065, 0.000000097, 0.000000177, 0.000000267, 0.000000197, 0.000000451, 0.000001735, 0, 1, 0, 0, 0.000000000
1646305719.603230953, 0.000000434, 0.000000576, 0.000000866, 0.000000455, 0.000000686, 0.000001821, 0.000000268, 0.000000496, 0.000000515, 0.000000321, 0.000000448, 0.000001540, 0, 0, 1, 0, 35.000000000
1646305719.628230095, 0.000000086, 0.000000104, 0.000000680, 0.000000550, 0.000000632, 0.000001548, 0.000000052, 0.000000083, 0.000000451, 0.000000337, 0.000000365, 0.000001361, 0, 1, 0, 0, 0.000000000
1646305719.653228998, 0.000000075, 0.000000120, 0.000000314, 0.000000536, 0.000000611, 0.000001698, 0.000000049, 0.000000087, 0.000000249, 0.000000331, 0.000000356, 0.000001504, 0, 1, 0, 0, 0.000000000
1646305719.678228140, 0.000000061, 0.000000221, 0.000000285, 0.000000518, 0.000000639, 0.000001734, 0.000000057, 0.000000145, 0.000000186, 0.000000317, 0.000000430, 0.000001504, 0, 1, 0, 0, 0.000000000
1646305719.703227043, 0.000000369, 0.000000590, 0.000000791, 0.000000508, 0.000000682, 0.000001606, 0.000000239, 0.000000500, 0.000000516, 0.000000343, 0.000000425, 0.000001312, 0, 0, 1, 0, 39.000000000
1646305719.728226185, 0.000000077, 0.000000083, 0.000000664, 0.000000489, 0.000000646, 0.000001356, 0.000000050, 0.000000065, 0.000000469, 0.000000290, 0.000000350, 0.000001234, 0, 1, 0, 0, 0.000000000
1646305719.753225327, 0.000000061, 0.000000104, 0.000000279, 0.000000465, 0.000000575, 0.000001509, 0.000000056, 0.000000096, 0.000000235, 0.000000380, 0.000000531, 0.000001041, 0, 0, 0, 1, 24.000000000
1646305719.778224230, 0.000000039, 0.000000119, 0.000000181, 0.000000598, 0.000000842, 0.000001266, 0.000000029, 0.000000120, 0.000000175, 0.000000459, 0.000000717, 0.000000931, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000350, 0.000000519, 0.000000774, 0.000000750, 0.000000920, 0.000001260, 0.000000228, 0.000000418, 0.000000456, 0.000000363, 0.000000470, 0.000000801, 0, 0, 1, 0, 46.000000000
1646305719.828222275, 0.000000058, 0.000000071, 0.000000534, 0.000000513, 0.000000643, 0.000000979, 0.000000044, 0.000000047, 0.000000360, 0.000000223, 0.000000284, 0.000000872, 0, 1, 0, 0, 0.000000000
1646305719.853221178, 0.000000053, 0.000000093, 0.000000237, 0.000000394, 0.000000434, 0.000001152, 0.000000052, 0.000000092, 0.000000235, 0.000000378, 0.000000421, 0.000001109, 1, 0, 0, 0, 5.000000000
1646305719.878220320, 0.000000037, 0.000000117, 0.000000173, 0.000000642, 0.000000673, 0.000001357, 0.000000037, 0.000000116, 0.000000172, 0.000000612, 0.000000659, 0.000001317, 0, 1, 0, 0, 0.000000000
1646305719.903219223, 0.000000310, 0.000000489, 0.000000750, 0.000000953, 0.000000963, 0.000001480, 0.000000214, 0.000000420, 0.000000447, 0.000000411, 0.000000450, 0.000001109, 0, 0, 1, 0, 52.000000000
1646305719.928218365, 0.000000044, 0.000000064, 0.000000448, 0.000000545, 0.000000635, 0.000001190, 0.000000036, 0.000000043, 0.000000317, 0.000000229, 0.000000276, 0.000001014, 0, 1, 0, 0, 0.000000000
1646305719.953217268, 0.000000047, 0.000000069, 0.000000190, 0.000000379, 0.000000436, 0.000001196, 0.000000043, 0.000000067, 0.000000184, 0.000000351, 0.000000381, 0.000001040, 1, 0, 0, 0, 12.000000000
