# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 1, 1, 1, 0, 0.000000000
1646305719.253244877, 0.000000220, 0.000001188, 0.000001844, 0.000004646, 0.000005716, 0.000010204, 0.000000157, 0.000000914, 0.000001130, 0.000003169, 0.000003841, 0.000006840, 0, 1, 1, 1, 24.000000000
1646305719.303242922, 0.000000414, 0.000000608, 0.000001416, 0.000003944, 0.000004532, 0.000007030, 0.000000279, 0.000000546, 0.000000891, 0.000002527, 0.000003304, 0.000005632, 0, 1, 1, 0, 23.000000000
1646305719.403239012, 0.000000086, 0.000000212, 0.000000583, 0.000001909, 0.000002429, 0.000003754, 0.000000074, 0.000000192, 0.000000453, 0.000001153, 0.000001631, 0.000001919, 0, 1, 1, 0, 37.000000000
1646305719.503235102, 0.000000059, 0.000000086, 0.000000330, 0.000001266, 0.000001604, 0.000002152, 0.000000054, 0.000000083, 0.000000298, 0.000000792, 0.000000954, 0.000001362, 0, 1, 1, 0, 37.000000000
1646305719.553233147, 0.000000073, 0.000000129, 0.000000173, 0.000001175, 0.000001442, 0.000001673, 0.000000057, 0.000000119, 0.000000160, 0.000000560, 0.000000590, 0.000001266, 0, 1, 1, 0, 40.000000000
1646305719.653228998, 0.000000024, 0.000000034, 0.000000083, 0.000000889, 0.000001033, 0.000001338, 0.000000022, 0.000000030, 0.000000079, 0.000000506, 0.000000613, 0.000000916, 1, 1, 1, 0, 42.000000000
1646305719.678228140, 0.000000030, 0.000000072, 0.000000239, 0.000000693, 0.000000815, 0.000001087, 0.000000029, 0.000000065, 0.000000228, 0.000000411, 0.000000441, 0.000000908, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000018, 0.000000024, 0.000000061, 0.000000799, 0.000000977, 0.000001300, 0.000000017, 0.000000022, 0.000000058, 0.000000518, 0.000000624, 0.000000851, 0, 1, 1, 0, 39.000000000
1646305719.828222275, 0.000000056, 0.000000068, 0.000000417, 0.000000680, 0.000000784, 0.000000928, 0.000000049, 0.000000068, 0.000000405, 0.000000343, 0.000000441, 0.000000796, 0, 1, 0, 0, 0.000000000
1646305719.953217268, 0.000000009, 0.000000013, 0.000000047, 0.000000646, 0.000000869, 0.000001166, 0.000000009, 0.000000013, 0.000000045, 0.000000503, 0.000000603, 0.000000729, 0, 1, 1, 0, 39.000000000
1646305720.053213358, 0.000000008, 0.000000011, 0.000000041, 0.000000561, 0.000000757, 0.000001031, 0.000000008, 0.000000011, 0.000000039, 0.000000460, 0.000000561, 0.000000678, 0, 1, 1, 1, 53.000000000
1646305720.153209448, 0.000000008, 0.000000012, 0.000000036, 0.000000561, 0.000000698, 0.000001024, 0.000000008, 0.000000012, 0.000000036, 0.000000472, 0.000000560, 0.000000682, 1, 1, 1, 0, 46.000000000
1646305720.253205538, 0.000000006, 0.000000010, 0.000000031, 0.000000518, 0.000000665, 0.000000990, 0.000000006, 0.000000010, 0.000000030, 0.000000451, 0.000000535, 0.000000699, 1, 1, 1, 0, 48.000000000
1646305720.303203583, 0.000000010, 0.000000025, 0.000000088, 0.000000762, 0.000000834, 0.000001041, 0.000000010, 0.000000024, 0.000000085, 0.000000554, 0.000000704, 0.000000763, 1, 1, 1, 0, 48.000000000
1646305720.403199434, 0.000000005, 0.000000007, 0.000000027, 0.000000507, 0.000000654, 0.000001007, 0.000000005, 0.000000007, 0.000000027, 0.000000449, 0.000000531, 0.000000724, 1, 1, 1, 0, 45.000000000
1646305720.503195763, 0.000000006, 0.000000008, 0.000000025, 0.000000485, 0.000000600, 0.000000961, 0.000000005, 0.000000008, 0.000000025, 0.000000455, 0.000000531, 0.000000740, 0, 1, 1, 0, 39.000000000
1646305720.603191853, 0.000000005, 0.000000008, 0.000000024, 0.000000476, 0.000000590, 0.000000948, 0.000000005, 0.000000008, 0.000000024, 0.000000451, 0.000000516, 0.000000872, 1, 1, 0, 1, 21.000000000
1646305720.653189659, 0.000000013, 0.000000019, 0.000000032, 0.000000575, 0.000000742, 0.000001020, 0.000000013, 0.000000019, 0.000000032, 0.000000534, 0.000000660, 0.000000778, 0, 1, 1, 0, 39.000000000
1646305720.703187943, 0.000000007, 0.000000015, 0.000000059, 0.000000853, 0.000000941, 0.000001100, 0.000000007, 0.000000015, 0.000000058, 0.000000643, 0.000000777, 0.000000863, 0, 1, 1, 0, 40.000000000
1646305720.803184032, 0.000000004, 0.000000006, 0.000000020, 0.000000485, 0.000000584, 0.000000930, 0.000000004, 0.000000006, 0.000000019, 0.000000417, 0.000000451, 0.000000674, 0, 1, 1, 1, 64.000000000
1646305720.903179884, 0.000000004, 0.000000004, 0.000000018, 0.000000435, 0.000000517, 0.000000898, 0.000000004, 0.000000004, 0.000000018, 0.000000424, 0.000000488, 0.000000835, 0, 1, 1, 0, 36.000000000
1646305720.978177071, 0.000000004, 0.000000008, 0.000000020, 0.000000482, 0.000000520, 0.000000966, 0.000000004, 0.000000008, 0.000000019, 0.000000395, 0.000000444, 0.000000826, 0, 1, 1, 1, 60.000000000
