# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000764, 0.000009442, 0.000011886, 0.000012017, 0.000018018, 0.000035259, 0.000000764, 0.000009442, 0.000011886, 0.000012017, 0.000018018, 0.000035259, 0, 1, 1, 0, 0.000000000
1646305719.203246832, 0.000002046, 0.000010722, 0.000012960, 0.000041548, 0.000047225, 0.000066183, 0.000002046, 0.000010722, 0.000012960, 0.000041548, 0.000047225, 0.000066183, 0, 1, 1, 0, 0.000000000
1646305719.228245735, 0.000001011, 0.000002626, 0.000008381, 0.000014315, 0.000017651, 0.000030869, 0.000001011, 0.000002626, 0.000008381, 0.000014315, 0.000017651, 0.000030869, 0, 1, 0, 0, 0.000000000
1646305719.303242922, 0.000000278, 0.000001537, 0.000001829, 0.000005241, 0.000006341, 0.000015936, 0.000000080, 0.000000312, 0.000000849, 0.000000295, 0.000000490, 0.000002367, 0, 1, 1, 0, 26.000000000
1646305719.353240728, 0.000000154, 0.000000914, 0.000001008, 0.000001524, 0.000002551, 0.000004026, 0.000000052, 0.000000238, 0.000000428, 0.000000174, 0.000000294, 0.000001676, 0, 1, 1, 0, 34.000000000
1646305719.403239012, 0.000000482, 0.000000958, 0.000001268, 0.000000849, 0.000001040, 0.000002820, 0.000000092, 0.000000160, 0.000000288, 0.000000144, 0.000000174, 0.000000940, 0, 1, 1, 0, 48.000000000
1646305719.478235960, 0.000000082, 0.000000312, 0.000000411, 0.000000762, 0.000001021, 0.000001943, 0.000000044, 0.000000129, 0.000000172, 0.000000122, 0.000000162, 0.000000793, 0, 1, 1, 1, 56.000000000
1646305719.553233147, 0.000000059, 0.000000118, 0.000000231, 0.000000719, 0.000000811, 0.000001415, 0.000000054, 0.000000108, 0.000000187, 0.000000531, 0.000000583, 0.000001203, 0, 1, 0, 1, 10.000000000
1646305719.578232050, 0.000000267, 0.000000302, 0.000000557, 0.000000819, 0.000000877, 0.000001558, 0.000000220, 0.000000266, 0.000000513, 0.000000538, 0.000000592, 0.000001428, 0, 1, 0, 0, 0.000000000
1646305719.653228998, 0.000000044, 0.000000049, 0.000000104, 0.000001064, 0.000001120, 0.000001761, 0.000000041, 0.000000044, 0.000000083, 0.000000784, 0.000000932, 0.000001323, 1, 1, 0, 0, 0.000000000
1646305719.703227043, 0.000000063, 0.000000165, 0.000000294, 0.000001128, 0.000001214, 0.000001877, 0.000000055, 0.000000124, 0.000000200, 0.000000158, 0.000000269, 0.000000855, 0, 1, 1, 0, 45.000000000
1646305719.728226185, 0.000000016, 0.000000062, 0.000000249, 0.000000255, 0.000000392, 0.000000984, 0.000000015, 0.000000049, 0.000000179, 0.000000001, 0.000000075, 0.000000748, 0, 1, 0, 0, 0.000000000
1646305719.803223133, 0.000000020, 0.000000034, 0.000000051, 0.000000552, 0.000000722, 0.000000935, 0.000000019, 0.000000031, 0.000000047, 0.000000126, 0.000000189, 0.000000655, 0, 1, 1, 0, 46.000000000
1646305719.853221178, 0.000000009, 0.000000027, 0.000000037, 0.000000378, 0.000000564, 0.000000806, 0.000000009, 0.000000025, 0.000000033, 0.000000253, 0.000000455, 0.000000533, 0, 1, 0, 1, 37.000000000
1646305719.903219223, 0.000000015, 0.000000063, 0.000000101, 0.000000633, 0.000000860, 0.000001016, 0.000000015, 0.000000051, 0.000000085, 0.000000310, 0.000000610, 0.000000769, 0, 1, 1, 0, 34.000000000
1646305719.978216410, 0.000000004, 0.000000012, 0.000000024, 0.000000522, 0.000000546, 0.000001021, 0.000000004, 0.000000011, 0.000000021, 0.000000291, 0.000000373, 0.000000633, 0, 1, 1, 1, 74.000000000
1646305720.028214455, 0.000000007, 0.000000025, 0.000000104, 0.000000571, 0.000000595, 0.000000966, 0.000000006, 0.000000019, 0.000000076, 0.000000408, 0.000000493, 0.000000732, 0, 1, 1, 0, 46.000000000
1646305720.078212500, 0.000000005, 0.000000015, 0.000000023, 0.000000515, 0.000000661, 0.000001050, 0.000000005, 0.000000014, 0.000000022, 0.000000467, 0.000000607, 0.000000889, 0, 1, 1, 0, 49.000000000
1646305720.128210545, 0.000000006, 0.000000024, 0.000000091, 0.000000648, 0.000000841, 0.000001211, 0.000000006, 0.000000021, 0.000000083, 0.000000565, 0.000000694, 0.000000828, 0, 1, 1, 0, 53.000000000
1646305720.178208590, 0.000000004, 0.000000012, 0.000000020, 0.000000529, 0.000000703, 0.000001122, 0.000000004, 0.000000012, 0.000000020, 0.000000510, 0.000000649, 0.000000939, 0, 1, 1, 0, 45.000000000
1646305720.253205538, 0.000000005, 0.000000011, 0.000000021, 0.000000484, 0.000000771, 0.000001344, 0.000000005, 0.000000011, 0.000000020, 0.000000466, 0.000000636, 0.000001086, 0, 1, 1, 1, 67.000000000
