# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], cam_used[2], cam_used[3], level0_avg_total_rows
1646305719.153248787, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 0.000000771, 0.000009350, 0.000011207, 0.000011763, 0.000017233, 0.000032720, 1, 1, 1, 0, 0.000000000
1646305719.203246832, 0.000000790, 0.000003424, 0.000005845, 0.000010598, 0.000012292, 0.000016657, 0.000000139, 0.000000429, 0.000001411, 0.000000919, 0.000001694, 0.000012822, 0, 1, 1, 0, 22.000000000
1646305719.303242922, 0.000000162, 0.000000914, 0.000001285, 0.000003171, 0.000003892, 0.000007346, 0.000000064, 0.000000268, 0.000000324, 0.000000108, 0.000000226, 0.000000739, 0, 1, 1, 0, 38.000000000
1646305719.328241825, 0.000000163, 0.000000649, 0.000000844, 0.000000363, 0.000000543, 0.000001086, 0.000000073, 0.000000185, 0.000000229, -0.000000006, 0.000000064, 0.000000211, 0, 1, 0, 0, 0.000000000
1646305719.453237057, 0.000000064, 0.000000353, 0.000000893, 0.000001262, 0.000001590, 0.000002446, 0.000000025, 0.000000118, 0.000000190, -0.000000004, 0.000000102, 0.000000276, 1, 1, 0, 0, 0.000000000
1646305719.503235102, 0.000000088, 0.000000206, 0.000000880, 0.000000217, 0.000000348, 0.000000576, 0.000000053, 0.000000117, 0.000000165, 0.000000086, 0.000000089, 0.000000395, 0, 1, 1, 0, 48.000000000
1646305719.603230953, 0.000000021, 0.000000088, 0.000000439, 0.000000711, 0.000000883, 0.000001069, 0.000000019, 0.000000081, 0.000000324, 0.000000669, 0.000000866, 0.000001026, 0, 1, 0, 1, 3.000000000
1646305719.703227043, 0.000000013, 0.000000048, 0.000000192, 0.000000679, 0.000001179, 0.000001255, 0.000000011, 0.000000042, 0.000000092, 0.000000090, 0.000000105, 0.000000409, 1, 1, 1, 0, 60.000000000
1646305719.803223133, 0.000000009, 0.000000031, 0.000000138, 0.000000530, 0.000000730, 0.000000820, 0.000000008, 0.000000024, 0.000000073, 0.000000094, 0.000000146, 0.000000212, 0, 1, 1, 1, 93.000000000
1646305719.903219223, 0.000000008, 0.000000023, 0.000000121, 0.000000493, 0.000000722, 0.000000739, 0.000000007, 0.000000020, 0.000000077, 0.000000156, 0.000000264, 0.000000329, 0, 1, 1, 1, 82.000000000
1646305719.953217268, 0.000000014, 0.000000040, 0.000000135, 0.000000419, 0.000000545, 0.000000622, 0.000000012, 0.000000037, 0.000000091, 0.000000258, 0.000000344, 0.000000529, 0, 1, 1, 0, 44.000000000
1646305720.003215313, 0.000000009, 0.000000029, 0.000000206, 0.000000664, 0.000000759, 0.000000918, 0.000000008, 0.000000026, 0.000000133, 0.000000342, 0.000000413, 0.000000749, 0, 1, 1, 0, 49.000000000
