# timestamp tx ty tz qx qy qz qw
1646305719.128250 -0.001301 0.000503 -0.000277 -0.000049 -0.000156 0.000106 1.000000
1646305719.203247 -0.001182 0.000428 -0.000574 0.000001 -0.000111 0.000101 1.000000
1646305719.228246 -0.002520 -0.000400 -0.000030 0.000014 -0.000089 0.000136 1.000000
1646305719.253245 -0.002047 -0.000404 -0.000002 -0.000023 -0.000014 0.000149 1.000000
1646305719.278244 -0.001686 -0.000480 -0.000124 -0.000102 -0.000065 -0.000042 1.000000
1646305719.303243 -0.000129 -0.000172 0.000006 -0.000131 -0.000021 -0.000083 1.000000
1646305719.328242 -0.000267 -0.000433 -0.000073 -0.000049 -0.000033 -0.000007 1.000000
1646305719.353241 -0.000133 -0.000462 -0.000090 -0.000097 0.000071 0.000044 1.000000
1646305719.378240 0.000404 -0.000054 -0.001157 -0.000035 0.000036 0.000015 1.000000
1646305719.403239 0.000354 0.000184 -0.001416 -0.000040 0.000051 0.000024 1.000000
1646305719.428238 0.000610 -0.000152 -0.001402 -0.000052 0.000041 -0.000045 1.000000
1646305719.453237 0.000683 -0.000192 -0.001486 -0.000175 0.000035 0.000020 1.000000
1646305719.478236 0.001276 -0.001211 -0.001069 -0.000045 -0.000021 0.000082 1.000000
1646305719.503235 0.000809 -0.000885 -0.000970 0.000002 0.000065 0.000059 1.000000
1646305719.528234 0.001289 -0.000220 -0.001340 -0.000021 0.000514 -0.000025 1.000000
1646305719.553233 0.001344 -0.000156 -0.001309 -0.000160 0.000219 -0.000018 1.000000
1646305719.578232 0.001927 -0.000079 -0.001365 -0.000047 0.000108 0.000092 1.000000
1646305719.603231 0.001805 -0.000166 -0.001411 0.000030 0.000217 0.000128 1.000000
1646305719.628230 0.001977 -0.000104 -0.001536 0.000005 0.000523 -0.000052 1.000000
1646305719.653229 0.001944 -0.000075 -0.001595 -0.000163 0.000120 -0.000051 1.000000
1646305719.678228 0.001796 0.000054 -0.001642 -0.000050 -0.000037 0.000132 1.000000
1646305719.703227 0.001569 0.000027 -0.001550 -0.000002 0.000079 0.000190 1.000000
1646305719.728226 0.001625 0.000191 -0.001897 -0.000033 0.000436 -0.000042 1.000000
1646305719.753225 0.001513 0.000251 -0.001960 -0.000176 0.000101 -0.000043 1.000000
1646305719.778224 0.001408 0.000306 -0.001942 -0.000046 0.000020 0.000082 1.000000
1646305719.803223 0.001123 0.000212 -0.002007 -0.000032 0.000080 0.000156 1.000000
1646305719.828222 0.000771 -0.000368 -0.002691 -0.000063 -0.000050 -0.000071 1.000000
1646305719.853221 0.000558 -0.000420 -0.002579 -0.000139 0.000001 -0.000020 1.000000
1646305719.878220 0.000502 -0.000182 -0.002585 -0.000026 -0.000044 0.000081 1.000000
1646305719.903219 0.000404 -0.000162 -0.002539 0.000002 0.000054 0.000117 1.000000
1646305719.928218 0.000238 -0.000453 -0.002991 -0.000073 -0.000030 -0.000005 1.000000
1646305719.953217 0.000178 -0.000484 -0.002807 -0.000169 0.000001 0.000042 1.000000
1646305719.978216 0.000039 -0.000165 -0.002840 -0.000026 -0.000036 0.000065 1.000000
1646305720.003215 0.000095 -0.000081 -0.002710 0.000059 0.000019 0.000111 1.000000
1646305720.028214 -0.000035 0.000577 -0.002650 -0.000059 0.000317 0.000062 1.000000
1646305720.053213 0.000094 0.000777 -0.002544 -0.000181 0.000038 0.000034 1.000000
1646305720.078212 -0.001905 0.001183 -0.003711 -0.000016 -0.000072 0.000034 1.000000
1646305720.103211 -0.001733 0.001556 -0.003677 0.000057 0.000002 0.000116 1.000000
1646305720.128211 -0.001765 0.002037 -0.003541 -0.000081 0.000295 0.000162 1.000000
1646305720.153209 -0.001269 0.002434 -0.003384 -0.000204 -0.000067 0.000080 1.000000
1646305720.178209 -0.001271 0.002717 -0.002992 -0.000041 -0.000040 -0.000007 1.000000
1646305720.203207 -0.000983 0.002885 -0.002813 0.000040 0.000068 0.000140 1.000000
1646305720.228207 -0.001167 0.002897 -0.002686 -0.000064 0.000314 0.000158 1.000000
1646305720.253206 -0.000724 0.003020 -0.002489 -0.000208 -0.000028 0.000086 1.000000
1646305720.278204 -0.000994 0.003082 -0.002924 -0.000037 -0.000048 -0.000014 1.000000
1646305720.303204 -0.000650 0.002926 -0.002840 0.000072 0.000058 0.000173 1.000000
1646305720.328202 -0.000788 0.002065 -0.002632 -0.000075 0.000153 0.000102 1.000000
1646305720.353202 -0.000440 0.001758 -0.002384 -0.000179 0.000005 0.000078 1.000000
1646305720.378201 -0.000271 0.001376 -0.002057 -0.000039 -0.000042 0.000049 1.000000
1646305720.403199 0.000063 0.000988 -0.001864 0.000123 0.000041 0.000157 1.000000
1646305720.428199 -0.000072 0.001144 -0.001388 -0.000020 0.000276 0.000070 1.000000
1646305720.453198 0.000112 0.000935 -0.001242 -0.000154 0.000067 0.000020 1.000000
1646305720.478197 -0.000346 0.000754 -0.002027 -0.000042 -0.000004 0.000036 1.000000
1646305720.503196 -0.000125 0.000611 -0.002008 0.000074 0.000032 0.000155 1.000000
1646305720.528195 -0.000194 0.000230 -0.001583 -0.000051 0.000110 0.000045 1.000000
1646305720.553194 -0.000082 0.000015 -0.001517 -0.000140 0.000043 0.000066 1.000000
1646305720.578193 -0.000020 -0.000234 -0.001839 -0.000041 -0.000001 0.000063 1.000000
1646305720.603192 0.000277 -0.000396 -0.001829 0.000033 0.000049 0.000095 1.000000
1646305720.628191 0.000216 -0.000503 -0.001414 -0.000033 0.000156 0.000010 1.000000
1646305720.653190 0.000229 -0.000618 -0.001356 -0.000131 0.000058 0.000041 1.000000
1646305720.678189 -0.000396 -0.000445 -0.001955 -0.000040 -0.000019 0.000066 1.000000
1646305720.703188 -0.000270 -0.000410 -0.001951 0.000050 0.000050 0.000115 1.000000
1646305720.728187 -0.000411 -0.000123 -0.001405 -0.000038 0.000151 0.000047 1.000000
1646305720.753186 -0.000209 -0.000060 -0.001334 -0.000116 0.000040 0.000077 1.000000
1646305720.778185 -0.000424 0.000001 -0.000930 -0.000061 0.000003 0.000054 1.000000
1646305720.803184 -0.000191 0.000035 -0.000798 0.000019 0.000025 0.000104 1.000000
1646305720.828183 -0.000266 0.000113 -0.001221 -0.000033 0.000124 0.000041 1.000000
1646305720.853182 -0.000141 0.000234 -0.001299 -0.000096 0.000054 0.000039 1.000000
1646305720.878181 -0.000388 0.000363 -0.000961 -0.000054 0.000016 0.000041 1.000000
1646305720.903180 -0.000281 0.000315 -0.000937 0.000000 0.000059 0.000064 1.000000
1646305720.928179 -0.000448 0.000414 -0.000647 -0.000018 0.000156 0.000068 1.000000
1646305720.953178 -0.000287 0.000469 -0.000711 -0.000103 0.000066 0.000051 1.000000
1646305720.978177 -0.000743 0.000709 -0.001196 -0.000051 0.000014 0.000045 1.000000
